Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
1194,-121,thyrus,1201.95,-4.34,1286.67,-4.31,28.24,0.01,332,105,223,4,31.63,15.0,2.0,13.0,0.0,-0.86,0,0.0,2024-12-17,True
-,-,lynnir,1201.89,0.0,1364.1,0.0,54.07,0.0,54,26,28,0,48.15,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,dyz,1201.52,-0.21,1438.31,-0.24,78.93,-0.01,23,6,17,0,26.09,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,ske,1201.11,0.0,1542.03,0.0,113.64,0.0,12,8,4,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1195,19,leonardodavinci016,1200.82,105.89,1377.04,73.7,58.74,-10.73,46,21,25,0,45.65,13.0,9.0,4.0,0.0,9.29,0,0.0,2024-12-14,True
1196,-113,danieldose,1200.65,0.05,1380.05,0.05,59.8,0.0,48,22,25,1,45.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-02,True
1197,32,2da6,1200.64,121.07,1368.16,81.56,55.84,-13.17,54,25,29,0,46.3,18.0,11.0,7.0,0.0,7.41,0,0.0,2024-12-31,True
1198,-138,gam3nurd,1200.52,-10.87,1286.83,-10.69,28.77,0.06,308,110,185,13,35.71,15.0,0.0,15.0,0.0,-1.83,0,0.0,2024-12-05,True
1199,-89,donstealth,1199.86,21.68,1336.69,8.27,45.61,-4.47,87,30,57,0,34.48,15.0,6.0,9.0,0.0,1.15,0,0.0,2024-12-09,True
1200,-119,gr33ny,1199.76,-4.22,1277.97,-4.04,26.07,0.06,753,272,477,4,36.12,17.0,4.0,13.0,0.0,-0.29,0,0.0,2025-01-18,True
1201,-115,bushel,1199.43,0.66,1296.06,0.6,32.21,-0.02,193,74,118,1,38.34,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,alangogman,1199.38,0.66,1338.64,0.63,46.42,-0.01,72,29,43,0,40.28,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,nachof,1198.64,0.0,1362.68,0.0,54.68,0.0,66,17,26,1,38.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-10-14,False
1202,+1202,paracelso,1198.56,38.42,1310.49,33.65,37.31,-1.59,138,41,90,7,29.71,15.0,8.0,7.0,0.0,2.88,0,0.0,2024-12-18,True
1203,-144,j-dog,1198.18,-13.63,1278.85,-13.63,26.89,0.0,479,167,309,3,34.86,22.0,2.0,19.0,1.0,-1.25,0,0.0,2025-01-12,True
1204,-116,lara13,1198.18,0.85,1443.43,0.82,81.75,-0.01,30,16,14,0,53.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-02,True
1205,-208,pircsupreme,1198.0,-43.24,1393.93,-49.69,65.31,-2.15,42,20,20,2,47.62,3.0,0.0,3.0,0.0,-3.66,0,0.0,2024-12-25,True
-,-,crygen,1197.92,0.0,1345.46,0.0,49.18,0.0,78,25,53,0,32.05,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,e_townsend,1197.37,0.0,1329.13,0.0,43.92,0.0,90,35,55,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
1206,-59,moxielle,1197.15,45.92,1335.78,26.36,46.21,-6.52,79,29,48,2,36.71,18.0,10.0,8.0,0.0,5.56,0,0.0,2024-12-17,True
-,-,soiled_undercrackers,1197.07,-1.49,1343.74,-1.64,48.89,-0.05,66,26,39,1,39.39,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
1207,+1207,luludumm,1196.88,,1500.72,,101.28,,15,9,6,0,60.0,,,,,,0,,2024-12-11,True
-,-,nieva,1196.54,-1.35,1432.22,-1.38,78.56,-0.01,25,12,13,0,48.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-02,False
1208,-116,dienekes,1196.53,2.62,1276.39,2.26,26.62,-0.12,966,309,648,9,31.99,19.0,7.0,12.0,0.0,0.1,0,0.0,2025-01-12,True
-,-,hippie,1195.92,0.0,1475.07,0.0,93.05,0.0,18,11,7,0,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,mandrillus,1195.88,-1.84,1352.72,-2.02,52.28,-0.06,66,22,43,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
-,-,pyjamarama,1195.7,0.0,1406.9,0.0,70.4,0.0,36,14,21,1,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,andras,1195.17,0.0,1378.98,0.0,61.27,0.0,48,19,21,0,47.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-06-17,False
1209,+1209,ludoh,1194.8,,1479.8,,95.0,,15,9,6,0,60.0,,,,,,0,,2024-12-13,True
1210,+1210,aruta,1194.76,,1676.14,,160.46,,9,8,1,0,88.89,,,,,,0,,2024-12-07,True
-,-,combattom,1194.58,0.0,1411.78,0.0,72.4,0.0,36,19,17,0,52.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1211,-120,foxxx,1194.41,-0.2,1413.23,-0.14,72.94,0.02,30,13,17,0,43.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1212,-118,berdblond,1194.17,0.99,1272.77,1.14,26.2,0.05,487,179,303,5,36.76,22.0,9.0,13.0,0.0,0.2,0,0.0,2025-01-13,True
1213,+1213,nanu,1193.61,,1486.56,,97.65,,15,7,8,0,46.67,,,,,,0,,2024-12-07,True
1214,-121,karatox,1193.29,-0.46,1270.54,-0.43,25.75,0.01,542,206,328,8,38.01,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
-,-,stmx0v0,1192.96,0.0,1589.29,0.0,132.11,0.0,8,4,4,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,applearn,1192.5,-0.07,1405.56,-0.04,71.02,0.01,30,7,23,0,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
1215,-119,andreyko2003,1191.97,-0.54,1318.0,-10.98,42.01,-3.48,102,35,66,1,34.31,18.0,3.0,14.0,1.0,-3.79,0,0.0,2024-12-18,True
-,-,vashek,1191.84,-10.75,1405.98,-11.74,71.38,-0.33,30,18,12,0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-29,False
-,-,martinsunbeam,1191.34,0.43,1288.24,0.49,32.3,0.02,186,67,117,2,36.02,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,thaddeus,1191.3,0.08,1276.02,0.08,28.24,0.0,345,89,175,4,33.21,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1216,84,chris10,1191.14,215.22,1417.43,95.76,75.43,-39.82,27,12,14,1,44.44,15.0,9.0,5.0,1.0,19.44,0,0.0,2024-12-17,True
1217,-120,mythianan,1191.06,0.21,1376.4,-0.72,61.78,-0.31,45,17,28,0,37.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,djed,1190.97,-0.25,1284.27,-0.19,31.1,0.02,212,73,136,3,34.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-05,False
1218,-119,cjcj,1189.78,0.14,1511.53,0.14,107.25,0.0,12,8,4,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,zeminith,1189.7,0.0,1363.19,0.0,57.83,0.0,48,14,26,2,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1219,-83,tnawrocki,1188.88,26.19,1504.27,-1.95,105.13,-9.38,14,9,5,0,64.29,2.0,1.0,1.0,0.0,-2.38,0,0.0,2025-01-02,True
1220,-105,snowgolem,1188.23,11.26,1269.35,11.11,27.04,-0.05,571,179,388,4,31.35,18.0,8.0,10.0,0.0,0.43,0,0.0,2024-12-21,True
1221,-144,gwitheultimate,1188.17,-17.42,1295.99,-22.22,35.94,-1.6,154,50,101,3,32.47,13.0,0.0,10.0,3.0,-2.99,0,0.0,2024-12-17,True
1222,-120,taoteo,1188.08,0.04,1268.39,0.4,26.77,0.12,694,235,436,1,34.97,13.0,3.0,10.0,0.0,-0.23,0,0.0,2024-12-15,True
1223,+1223,opi,1187.83,,1473.76,,95.31,,15,9,5,1,60.0,,,,,,0,,2024-12-13,True
1224,16,kestutelis,1186.39,119.35,1405.66,71.86,73.09,-15.83,40,17,23,0,42.5,10.0,6.0,4.0,0.0,5.83,0,0.0,2024-12-13,True
-,-,lordofwales,1186.32,0.0,1492.44,0.0,102.04,0.0,18,12,6,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,hhh,1185.75,0.0,1375.35,0.0,63.2,0.0,36,20,14,2,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
1225,-122,youbib,1185.56,-1.59,1475.36,-1.89,96.6,-0.1,15,6,9,0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,ritocito,1185.48,2.28,1565.97,0.06,126.83,-0.74,7,2,2,3,28.57,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-05,False
-,-,greenilocks,1185.25,0.0,1293.52,0.0,36.09,0.0,156,47,89,0,34.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1226,-58,grandnewby,1185.23,49.65,1390.85,36.9,68.54,-4.25,30,15,15,0,50.0,3.0,3.0,0.0,0.0,5.56,0,0.0,2025-01-23,True
-,-,droopy999,1184.53,0.0,1281.85,0.0,32.44,0.0,186,77,109,0,41.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1227,+1227,graankoning,1184.36,-1.41,1299.47,-3.42,38.37,-0.67,129,40,82,7,31.01,6.0,0.0,4.0,2.0,-1.51,0,0.0,2024-11-17,True
1228,-130,tutux,1183.98,-6.76,1269.27,-7.12,28.43,-0.12,276,93,174,9,33.7,3.0,0.0,3.0,0.0,-0.37,0,0.0,2024-12-21,True
1229,-293,noa1,1183.82,-88.81,1459.94,-113.86,92.04,-8.35,20,12,8,0,60.0,3.0,0.0,3.0,0.0,-10.59,0,0.0,2024-12-24,True
-,-,joetaptaco,1182.13,0.9,1312.84,0.81,43.57,-0.03,90,36,54,0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,bummelmuhkuh,1181.78,0.0,1398.59,0.0,72.27,0.0,30,17,13,0,56.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
-,-,holotrop,1181.64,0.0,1419.69,0.0,79.35,0.0,24,11,13,0,45.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
1230,-125,faustoguby,1181.5,0.3,1265.35,0.36,27.95,0.02,379,131,246,2,34.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1231,-141,glamdring,1181.09,-14.47,1260.68,-14.77,26.53,-0.1,504,183,314,7,36.31,15.0,2.0,13.0,0.0,-0.7,0,0.0,2024-12-18,True
-,-,paixhaine,1180.79,-0.34,1364.27,-0.4,61.16,-0.02,36,12,23,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,abandonedplayer,1180.67,0.0,1606.58,0.0,141.97,0.0,8,4,4,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
1232,-126,xiaoduan,1180.15,0.87,1535.53,2.04,118.46,0.39,11,7,4,0,63.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
-,-,miir,1180.06,0.0,1412.08,0.0,77.34,0.0,30,14,15,1,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1233,30,thecenturion,1179.98,139.36,1383.92,37.78,67.98,-33.86,36,16,20,0,44.44,18.0,10.0,8.0,0.0,11.11,0,0.0,2025-01-08,True
-,-,richy_dnf,1179.93,0.0,1332.57,0.0,50.88,0.0,72,29,42,1,40.28,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1234,+1234,damien.x,1179.74,,1467.77,,96.01,,15,8,7,0,53.33,,,,,,0,,2024-12-07,True
-,-,nardo,1179.63,0.0,1461.27,0.0,93.88,0.0,18,11,6,1,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
1235,-127,marizee412,1179.43,0.55,1262.47,0.55,27.68,0.0,527,147,378,2,27.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
1236,-179,prozio,1179.01,-33.79,1285.81,-39.07,35.6,-1.76,131,48,78,5,36.64,18.0,0.0,18.0,0.0,-5.84,0,0.0,2024-12-16,True
-,-,weston,1178.78,0.0,1334.33,0.0,51.85,0.0,72,31,40,1,43.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
-,-,davoc,1178.66,-0.15,1277.24,-0.21,32.86,-0.02,204,69,134,1,33.82,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
1237,+1237,countfab,1178.46,,1489.08,,103.54,,15,8,7,0,53.33,,,,,,0,,2024-12-15,True
-,-,megathong,1178.38,0.08,1281.34,0.08,34.32,0.0,192,53,79,1,39.85,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
-,-,lpoulter,1178.28,0.0,1355.22,0.0,58.98,0.0,50,19,31,0,38.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1238,-126,tings,1178.26,0.81,1732.69,0.36,184.81,-0.15,7,7,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
1239,-125,everex,1178.18,1.06,1259.24,1.12,27.02,0.02,547,185,358,4,33.82,17.0,5.0,12.0,0.0,-0.14,0,0.0,2024-12-15,True
-,-,darzic,1177.72,0.0,1471.06,0.0,97.78,0.0,18,8,10,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,jerry_kacmar,1177.34,0.0,1339.55,0.0,54.07,0.0,58,21,37,0,36.21,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1240,+1240,jbloodski,1177.26,,1452.72,,91.82,,15,9,6,0,60.0,,,,,,0,,2024-12-15,True
-,-,legolukadad,1177.22,0.0,1450.85,0.0,91.21,0.0,18,9,9,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1241,-125,mochi1214,1176.74,0.96,1405.64,-0.69,76.3,-0.55,30,13,16,1,43.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1242,-129,midr,1176.65,-0.59,1458.32,0.1,93.89,0.23,15,5,10,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,saynotogreen,1176.31,0.0,1344.88,0.0,56.19,0.0,54,27,27,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
1243,+1243,lhrljr,1176.05,,1464.8,,96.25,,17,11,6,0,64.71,,,,,,0,,2024-12-07,True
1244,+1244,garhett,1175.93,,1461.53,,95.2,,15,7,7,1,46.67,,,,,,0,,2024-12-08,True
1245,-170,holtykins,1175.74,-30.04,1320.76,-48.79,48.34,-6.25,79,32,46,1,40.51,15.0,2.0,13.0,0.0,-6.37,0,0.0,2024-12-10,True
-,-,siliconmeeple,1175.61,0.0,1271.07,0.03,31.82,0.01,180,60,120,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,jobjobsdone,1175.47,0.8,1368.19,0.8,64.24,0.0,42,16,26,0,38.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
1246,+1246,ulkupayaya,1175.09,150.32,1396.1,119.75,73.67,-10.19,34,12,17,5,35.29,7.0,6.0,1.0,0.0,13.07,0,0.0,2024-12-08,True
-,-,michael1101,1175.04,0.24,1322.16,0.18,49.04,-0.02,65,23,41,1,35.38,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
-,-,lordeenon,1175.04,0.0,1333.17,0.0,52.71,0.0,60,29,31,0,48.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
-,-,yugoslavia,1174.76,0.0,1422.05,0.0,82.43,0.0,24,12,12,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-10-24,False
-,-,mikio,1174.73,0.0,1387.58,0.0,70.95,0.0,30,8,22,0,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,gengelstein,1174.57,0.0,1322.56,0.0,49.33,0.0,72,26,46,0,36.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1247,-130,kozzilla,1174.45,-0.61,1265.74,-3.55,30.43,-0.98,226,76,147,3,33.63,18.0,6.0,12.0,0.0,-0.02,0,0.0,2024-12-23,True
1248,-137,marialy,1174.27,-3.41,1399.84,-3.59,75.19,-0.06,24,13,11,0,54.17,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
1249,-140,ryguy123,1174.21,-4.35,1393.0,-3.51,72.93,0.28,30,10,20,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,essence,1174.11,0.34,1344.03,0.46,56.64,0.04,45,18,26,1,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-17,False
1250,-125,izio,1173.9,3.8,1254.57,3.83,26.89,0.01,593,188,391,3,32.3,13.0,4.0,9.0,0.0,-0.04,0,0.0,2025-01-18,True
1251,+1251,zespak,1173.82,,1469.17,,98.45,,15,9,6,0,60.0,,,,,,0,,2024-12-10,True
1252,-152,sullywully,1173.8,-15.73,1321.61,-24.58,49.27,-2.95,76,33,42,1,43.42,15.0,4.0,11.0,0.0,-4.12,0,0.0,2024-12-09,True
1253,-133,hbendeguz,1173.42,0.23,1283.91,0.35,36.83,0.04,142,37,99,6,26.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
1254,+1254,boristina,1173.27,,1467.42,,98.05,,15,6,9,0,40.0,,,,,,0,,2024-12-06,True
1255,-11,der_imperator,1173.05,107.79,1356.41,74.55,61.12,-11.08,47,20,27,0,42.55,14.0,7.0,7.0,0.0,3.16,0,0.0,2024-12-13,True
-,-,majorgaz,1173.04,0.09,1264.54,0.12,30.5,0.01,239,82,157,0,34.31,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-11,False
-,-,hunkwithsomefunk,1172.69,0.0,1488.47,0.0,105.26,0.0,12,7,5,0,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
1256,+1256,kermitoos,1172.42,,1502.21,,109.93,,15,10,5,0,66.67,,,,,,0,,2024-12-13,True
-,-,drivebyrobot,1172.05,0.0,1490.65,0.0,106.2,0.0,18,12,6,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,ivanvanya,1171.84,0.88,1474.51,0.52,100.89,-0.12,18,11,5,2,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
1257,-136,namian,1171.79,-0.27,1314.26,-0.33,47.49,-0.02,75,28,47,0,37.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1258,-132,ktmatthews,1171.45,2.14,1256.62,2.17,28.39,0.01,375,109,264,2,29.07,15.0,3.0,12.0,0.0,-0.37,0,0.0,2024-12-06,True
-,-,ragingkozak,1171.34,0.0,1278.71,0.0,35.79,0.0,150,41,69,0,37.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
1259,-132,togodomus,1171.32,2.44,1402.5,-4.13,77.06,-2.19,30,10,20,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,nasing,1171.27,-0.31,1308.01,-0.31,45.58,0.0,105,21,44,1,31.82,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,aor,1171.15,-0.04,1321.45,-0.04,50.1,0.0,67,25,41,1,37.31,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1260,-138,lukespraywalker,1171.01,0.11,1254.83,0.08,27.94,-0.01,347,93,237,17,26.8,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
1261,+1261,kuti,1170.49,,1462.9,,97.47,,15,6,8,1,40.0,,,,,,0,,2024-12-11,True
1262,-138,theblender,1170.09,-0.2,1288.38,-0.17,39.43,0.01,119,35,61,7,33.98,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
-,-,logocentric,1170.0,-0.17,1270.29,-0.29,33.43,-0.04,168,55,111,2,32.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,brzoza,1169.98,0.0,1327.6,0.0,52.54,0.0,54,22,32,0,40.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
-,-,argent123,1169.95,-1.49,1357.27,-1.16,62.44,0.11,36,17,19,0,47.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
-,-,kyttekatte,1169.75,0.49,1456.31,0.16,95.52,-0.11,17,6,11,0,35.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
1263,-144,rob51,1169.64,-4.38,1248.87,-4.38,26.41,0.0,567,203,361,3,35.8,7.0,1.0,6.0,0.0,-0.27,0,0.0,2025-01-23,True
1264,-87,peskygekko,1169.55,40.46,1315.44,4.04,48.63,-12.14,69,28,41,0,40.58,22.0,11.0,11.0,0.0,4.41,0,0.0,2025-01-05,True
-,-,lopesllm,1169.46,0.0,1311.99,0.0,47.51,0.0,96,23,59,3,27.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1265,-132,bobcatbob,1169.26,4.45,1250.92,4.24,27.22,-0.07,669,212,454,3,31.69,22.0,7.0,15.0,0.0,0.01,0,0.0,2025-01-10,True
1266,-131,alcardonac,1168.98,5.69,1255.65,4.85,28.89,-0.28,294,95,197,2,32.31,7.0,4.0,3.0,0.0,0.6,0,0.0,2025-01-10,True
1267,+1267,rofler31337,1168.94,,1448.09,,93.05,,15,9,6,0,60.0,,,,,,0,,2024-12-09,True
-,-,justnomame,1168.64,0.41,1304.15,0.29,45.17,-0.04,70,31,38,1,44.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-17,False
1268,-140,thomasm,1168.36,-0.13,1276.69,-0.34,36.11,-0.07,144,49,93,2,34.03,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
1269,-123,bgtigger,1167.78,12.02,1250.01,12.11,27.41,0.03,366,125,239,2,34.15,18.0,7.0,11.0,0.0,0.24,0,0.0,2024-12-21,True
1270,-125,franzy,1167.71,11.59,1252.43,11.05,28.24,-0.18,309,113,195,1,36.57,18.0,8.0,10.0,0.0,0.49,0,0.0,2024-12-14,True
1271,+1271,ginociccio,1167.59,,1510.97,,114.46,,10,5,5,0,50.0,,,,,,0,,2024-12-06,True
-,-,mirazzle,1167.39,0.0,1332.51,0.0,55.04,0.0,54,6,16,2,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-30,False
1272,-143,juancho1976,1167.03,0.08,1271.22,0.08,34.73,0.0,174,64,109,1,36.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,silmegil,1166.92,0.06,1332.1,0.06,55.06,0.0,57,26,31,0,45.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1273,+1273,evgenyrazinkov,1166.6,,1452.35,,95.25,,15,7,8,0,46.67,,,,,,0,,2024-12-07,True
1274,-29,mirceamsc1,1166.3,105.2,1349.12,73.1,60.94,-10.7,50,15,34,1,30.0,15.0,6.0,8.0,1.0,4.29,0,0.0,2024-12-12,True
1275,+1275,quartersmostly,1166.03,,1464.68,,99.55,,15,9,6,0,60.0,,,,,,0,,2024-12-16,True
-,-,sawell,1165.24,0.0,1372.45,0.0,69.07,0.0,36,12,21,3,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1276,-146,mp87,1164.8,-1.3,1344.83,-0.7,60.01,0.2,45,12,33,0,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,gomjabbar,1164.77,-0.17,1393.67,-0.2,76.3,-0.01,27,13,14,0,48.15,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-11,False
1277,+1277,warpfield,1164.4,,1465.93,,100.51,,15,10,5,0,66.67,,,,,,0,,2024-12-11,True
1278,+1278,patelavache,1164.09,,1457.61,,97.84,,15,6,9,0,40.0,,,,,,0,,2024-12-07,True
1279,-147,vortex1612,1163.95,-1.56,1323.01,-16.08,53.02,-4.84,60,17,43,0,28.33,9.0,3.0,6.0,0.0,0.88,0,0.0,2024-12-22,True
1280,+1280,eduard69,1163.66,,1515.77,,117.37,,10,4,6,0,40.0,,,,,,0,,2024-12-09,True
1281,-180,daze,1163.59,-25.49,1276.06,-32.72,37.49,-2.41,125,36,86,3,28.8,15.0,1.0,13.0,1.0,-3.02,0,0.0,2024-12-28,True
-,-,aaaronwebber,1163.42,0.0,1440.95,0.0,92.51,0.0,18,8,6,0,57.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-30,False
-,-,omegasun,1163.04,0.0,1351.95,0.0,62.97,0.0,36,20,15,1,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1282,-148,alexruzzier,1162.75,-0.8,1381.18,-0.35,72.81,0.15,31,11,19,1,35.48,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1283,+1283,colepiechotta,1161.96,,1504.23,,114.09,,10,6,4,0,60.0,,,,,,0,,2024-12-05,True
-,-,randysandy,1161.77,0.0,1514.93,0.0,117.72,0.0,12,8,4,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-10,False
1284,+1284,rzheng4,1161.3,,1444.68,,94.46,,15,7,8,0,46.67,,,,,,0,,2024-12-10,True
1285,-148,ndzwdz,1160.66,-0.14,1243.46,-0.05,27.6,0.03,296,99,195,2,33.45,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,calculex,1160.63,-1.46,1303.55,-1.55,47.64,-0.03,72,27,44,1,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-07-29,False
1286,+1286,nopeasuoli,1160.58,,1457.85,,99.09,,15,7,8,0,46.67,,,,,,0,,2024-12-07,True
1287,-156,tiagosilva,1160.36,-5.6,1244.24,-5.51,27.96,0.03,381,117,260,4,30.71,6.0,0.0,6.0,0.0,-0.49,0,0.0,2024-11-23,True
-,-,sam4sam4sam,1160.3,-24.45,1375.73,-16.71,71.81,2.58,42,23,18,1,54.76,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-30,False
-,-,wabatt,1159.95,0.0,1376.19,0.0,72.08,0.0,36,12,22,2,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1288,+1288,hotshot53,1159.7,,1453.19,,97.83,,15,9,6,0,60.0,,,,,,0,,2024-12-11,True
-,-,sephiroth83,1159.51,0.0,1268.26,0.0,36.25,0.0,138,45,89,4,32.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
1289,-147,ian357,1159.09,0.88,1310.32,0.85,50.41,-0.01,68,25,41,2,36.76,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-13,True
-,-,janusxxiii,1157.63,3.09,1548.53,2.52,130.3,-0.19,9,5,4,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-07,False
