Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played
1384,-5,captainparadise,954.78,-3.14,1112.5,0.0,52.57,1.05,71,0.0,12,0.0,58,0.0,1,0.0,16.9,0.0,2025-05-05
-,-,Markariah,954.76,-1.82,1224.57,0.0,89.94,0.61,24,0.0,5,0.0,13,0.0,6,0.0,20.83,0.0,2023-10-29
-,-,JohnMarc,953.52,-3.25,1111.02,0.0,52.5,1.08,180,0.0,34,0.0,143,0.0,3,0.0,18.89,0.0,2022-09-04
-,-,SagYer,952.88,-1.61,1257.85,0.0,101.66,0.54,17,0.0,4,0.0,13,0.0,0,0.0,23.53,0.0,2023-01-22
-,-,Toniolamachine,952.64,-2.85,1124.82,0.0,57.39,0.95,94,0.0,19,0.0,75,0.0,0,0.0,20.21,0.0,2022-09-04
-,-,lissi,951.65,-2.27,1168.91,0.0,72.42,0.76,32,0.0,6,0.0,23,0.0,3,0.0,18.75,0.0,2024-06-02
-,-,MoxNox,950.96,-1.41,1299.05,0.0,116.03,0.47,18,0.0,6,0.0,11,0.0,1,0.0,33.33,0.0,2020-06-28
1385,-2,Goozy_Sosa,950.75,-1.11,1390.99,0.0,146.75,0.37,8,0.0,4,0.0,4,0.0,0,0.0,50.0,0.0,2024-12-20
-,-,Jazper,949.69,-1.16,1371.87,0.0,140.73,0.39,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-08-02
1386,-5,monorator,949.52,-3.79,1080.88,0.0,43.79,1.26,183,0.0,24,0.0,157,0.0,2,0.0,13.11,0.0,2025-02-02
-,-,NomadicPpl,948.78,-1.25,1339.65,0.0,130.29,0.42,18,0.0,7,0.0,10,0.0,1,0.0,38.89,0.0,2020-06-28
-,-,astrostl,948.62,-1.67,1242.79,0.0,98.06,0.56,30,0.0,8,0.0,19,0.0,3,0.0,26.67,0.0,2021-11-15
1387,-5,Less5,948.16,-4.57,1094.2,-5.11,48.68,-0.18,74,5.0,16,1.0,58,4.0,0,0.0,21.62,-0.12,2025-06-29
-,-,Zosia,947.48,-2.03,1188.98,0.0,80.5,0.68,36,0.0,11,0.0,25,0.0,0,0.0,30.56,0.0,2023-06-04
-,-,Sultos,946.64,-1.92,1201.91,0.0,85.09,0.64,30,0.0,8,0.0,21,0.0,1,0.0,26.67,0.0,2020-12-06
-,-,ValeriaDeMot,944.72,-1.3,1321.29,0.0,125.52,0.43,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2021-01-24
1388,4,Saph4ir,942.85,15.75,1209.31,-1.62,88.82,-5.79,18,2.0,4,1.0,14,1.0,0,0.0,22.22,3.47,2025-06-25
1389,-5,Clarinachos,942.81,-2.12,1174.68,0.0,77.29,0.71,48,0.0,9,0.0,39,0.0,0,0.0,18.75,0.0,2025-04-18
-,-,Kacperniak,941.8,-1.97,1190.42,0.0,82.87,0.66,27,0.0,8,0.0,19,0.0,0,0.0,29.63,0.0,2024-03-12
-,-,Mustarda,941.73,-1.43,1284.94,0.0,114.4,0.48,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2024-06-16
1391,-6,Gelsomiina,941.72,-1.87,1203.45,0.0,87.25,0.62,21,0.0,4,0.0,17,0.0,0,0.0,19.05,0.0,2025-01-09
1390,new,bbpiszczu,941.72,491.72,1677.84,177.84,245.37,245.37,2,2.0,2,2.0,0,0.0,0,0.0,100.0,100.0,2025-06-30
-,-,IndieErikJones,941.64,-2.01,1185.3,0.0,81.22,0.67,30,0.0,7,0.0,23,0.0,0,0.0,23.33,0.0,2024-02-23
-,-,jjmancini,940.03,-1.63,1241.21,0.0,100.39,0.54,22,0.0,6,0.0,16,0.0,0,0.0,27.27,0.0,2024-01-16
-,-,alanbateman,938.92,-1.44,1279.76,0.0,113.62,0.48,18,0.0,4,0.0,14,0.0,0,0.0,22.22,0.0,2020-06-28
-,-,aramaic,938.87,-2.53,1133.78,0.0,64.97,0.84,76,0.0,18,0.0,56,0.0,2,0.0,23.68,0.0,2024-02-23
-,-,Sir_Jacob,938.76,-3.15,1097.26,0.0,52.83,1.05,132,0.0,19,0.0,111,0.0,2,0.0,14.39,0.0,2023-11-07
-,-,Karhaix,938.34,-0.86,1504.32,0.0,188.66,0.29,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,forofo27,937.74,-1.13,1372.63,0.0,144.96,0.38,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-08-02
1392,-6,S0neca_,937.46,-1.35,1299.48,0.0,120.67,0.45,10,0.0,3,0.0,7,0.0,0,0.0,30.0,0.0,2024-12-06
-,-,TomaszWielki,937.35,-1.44,1278.29,0.0,113.65,0.48,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2020-06-28
-,-,Millership,937.34,-3.7,1071.8,0.0,44.82,1.23,230,0.0,27,0.0,199,0.0,4,0.0,11.74,0.0,2024-04-28
-,-,Saginse,937.01,-2.28,1152.77,0.0,71.92,0.76,72,0.0,13,0.0,59,0.0,0,0.0,18.06,0.0,2021-03-02
-,-,Vxn,936.39,-1.99,1183.81,0.0,82.47,0.66,27,0.0,6,0.0,20,0.0,1,0.0,22.22,0.0,2023-06-04
1393,-6,Igrokratiya,936.26,-2.38,1142.96,0.0,68.9,0.79,44,0.0,5,0.0,39,0.0,0,0.0,11.36,0.0,2025-01-29
-,-,salmonpizza,935.89,-1.94,1190.93,0.0,85.01,0.65,32,0.0,7,0.0,24,0.0,1,0.0,21.88,0.0,2022-01-30
-,-,Mmcgo2,935.03,-1.71,1222.0,0.0,95.65,0.57,18,0.0,4,0.0,14,0.0,0,0.0,22.22,0.0,2022-03-06
-,-,Daliman13,934.91,-1.96,1185.63,0.0,83.57,0.65,42,0.0,9,0.0,30,0.0,3,0.0,21.43,0.0,2020-11-08
1394,-6,Axius9,934.83,-2.19,1159.23,0.0,74.8,0.73,25,0.0,4,0.0,21,0.0,0,0.0,16.0,0.0,2025-02-05
1395,-6,Proximo,934.75,-1.95,1186.88,0.0,84.04,0.65,21,0.0,2,0.0,19,0.0,0,0.0,9.52,0.0,2025-01-12
-,-,Calamar,934.61,-2.05,1173.94,0.0,79.78,0.68,29,0.0,6,0.0,23,0.0,0,0.0,20.69,0.0,2024-02-23
-,-,Wookiebutcher,934.19,-2.52,1128.42,0.0,64.74,0.84,72,0.0,16,0.0,56,0.0,0,0.0,22.22,0.0,2022-03-06
1396,-6,Durpan,933.43,-1.97,1181.92,0.0,82.83,0.66,30,0.0,5,0.0,25,0.0,0,0.0,16.67,0.0,2025-02-06
-,-,FidelC,933.23,-2.95,1102.22,0.0,56.33,0.98,126,0.0,23,0.0,103,0.0,0,0.0,18.25,0.0,2022-09-04
-,-,Dleco,932.73,-1.75,1212.21,0.0,93.16,0.58,18,0.0,4,0.0,14,0.0,0,0.0,22.22,0.0,2021-12-05
-,-,roderigo,932.06,-1.63,1232.94,0.0,100.29,0.54,34,0.0,8,0.0,25,0.0,1,0.0,23.53,0.0,2020-01-27
-,-,Inteq,932.01,-1.69,1232.09,0.0,100.03,0.56,30,0.0,11,0.0,18,0.0,1,0.0,36.67,0.0,2020-09-27
-,-,Zelbot,931.8,-0.88,1487.01,0.0,185.07,0.29,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,SlemmeOdder,931.71,-0.81,1533.57,0.0,200.62,0.27,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,Melo0,931.51,-1.72,1215.91,0.0,94.8,0.57,15,0.0,0,0.0,14,0.0,1,0.0,0.0,0.0,2023-01-15
-,-,Graffuh,930.34,-1.61,1234.98,0.0,101.55,0.54,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2022-06-05
-,-,defazze,929.51,-1.75,1209.64,0.0,93.37,0.58,19,0.0,2,0.0,16,0.0,1,0.0,10.53,0.0,2023-03-05
-,-,Jammykins,927.88,-1.48,1257.87,0.0,109.99,0.49,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2020-06-28
-,-,Totox,927.8,-1.31,1300.97,0.0,124.39,0.44,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2023-02-12
-,-,Fembrosia,927.46,-1.71,1214.01,0.0,95.52,0.57,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2022-03-06
1397,-6,Dipac,926.32,-2.15,1154.16,0.0,75.95,0.72,30,0.0,5,0.0,25,0.0,0,0.0,16.67,0.0,2025-02-04
-,-,Sorio,925.8,-2.65,1111.38,0.0,61.86,0.88,73,0.0,13,0.0,60,0.0,0,0.0,17.81,0.0,2023-07-30
-,-,omniswitcher,924.89,-2.67,1109.98,0.0,61.7,0.89,120,0.0,23,0.0,97,0.0,0,0.0,19.17,0.0,2021-08-08
-,-,RockStar3AG,924.73,-2.02,1167.99,0.0,81.09,0.67,36,0.0,6,0.0,28,0.0,2,0.0,16.67,0.0,2021-06-02
-,-,Szymonn,924.01,-1.57,1235.43,0.0,103.81,0.52,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2023-10-09
-,-,Apofis,923.8,-1.7,1212.46,0.0,96.22,0.57,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2023-01-15
-,-,Tippin,923.35,-1.5,1250.82,0.0,109.16,0.5,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2024-02-23
-,-,Aogaog,923.25,-1.26,1311.37,0.0,129.37,0.42,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2020-08-02
1398,-5,JaBulani,922.94,-0.83,1513.36,0.0,196.81,0.28,4,0.0,3,0.0,1,0.0,0,0.0,75.0,0.0,2025-05-22
-,-,Swup,920.41,-1.22,1322.98,0.0,134.19,0.41,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2020-08-02
-,-,Ostua,919.32,-0.8,1529.27,0.0,203.32,0.27,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
1399,-5,kivirowei,918.44,-2.5,1115.52,0.0,65.69,0.83,37,0.0,3,0.0,34,0.0,0,0.0,8.11,0.0,2025-05-16
-,-,Mochiman,918.28,-1.35,1280.19,0.0,120.64,0.45,18,0.0,5,0.0,12,0.0,1,0.0,27.78,0.0,2019-09-30
1400,-5,halbsodoppelt,918.17,-2.69,1100.91,0.0,60.91,0.9,56,0.0,10,0.0,44,0.0,2,0.0,17.86,0.0,2024-10-29
-,-,ancientmagellan,917.99,-2.45,1123.32,0.0,68.44,0.82,72,0.0,16,0.0,54,0.0,2,0.0,22.22,0.0,2021-01-24
-,-,Amadeus,917.92,-1.49,1245.72,0.0,109.27,0.5,12,0.0,0,0.0,10,0.0,2,0.0,0.0,0.0,2024-04-28
-,-,Tleilax,917.86,-1.4,1268.56,0.0,116.9,0.47,10,0.0,2,0.0,8,0.0,0,0.0,20.0,0.0,2024-04-28
-,-,Walleywalker,917.5,-1.45,1254.93,0.0,112.47,0.48,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2021-03-02
1401,-5,mariyka,917.12,-3.56,1057.87,0.0,46.92,1.19,151,0.0,25,0.0,125,0.0,1,0.0,16.56,0.0,2024-12-15
-,-,Flam3ister,916.82,-1.68,1208.44,0.0,97.21,0.56,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2023-01-15
-,-,HumptyMonkey,916.69,-2.55,1112.27,0.0,65.19,0.85,102,0.0,21,0.0,80,0.0,1,0.0,20.59,0.0,2021-06-02
-,-,Fyn,916.67,-1.02,1396.29,0.0,159.87,0.34,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2023-07-15
1402,new,TheKrunk,916.67,466.67,1599.88,99.88,227.74,227.74,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2025-06-25
-,-,jjk,916.51,-1.81,1188.87,0.0,90.79,0.6,23,0.0,3,0.0,20,0.0,0,0.0,13.04,0.0,2023-01-15
-,-,AmazingMrHedge,914.46,-1.39,1268.08,0.0,117.87,0.46,15,0.0,3,0.0,12,0.0,0,0.0,20.0,0.0,2024-02-23
-,-,Calo,914.17,-0.79,1536.7,0.0,207.51,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
1403,-6,TwoFold,912.48,-1.98,1160.66,0.0,82.73,0.66,36,0.0,5,0.0,31,0.0,0,0.0,13.89,0.0,2025-01-11
-,-,ZenosHoplite,910.89,-0.86,1480.21,0.0,189.77,0.29,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15
-,-,Jonasmeister,910.87,-1.82,1181.13,0.0,90.09,0.61,18,0.0,2,0.0,14,0.0,2,0.0,11.11,0.0,2023-12-03
1404,-6,CaveMan8683,909.75,-1.56,1223.55,0.0,104.6,0.52,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2024-12-05
-,-,pollitis,909.52,-2.08,1146.23,0.0,78.9,0.69,54,0.0,11,0.0,42,0.0,1,0.0,20.37,0.0,2019-09-30
-,-,fader_master,909.08,-2.83,1084.09,0.0,58.34,0.94,126,0.0,19,0.0,107,0.0,0,0.0,15.08,0.0,2022-03-06
-,-,Cespac,908.89,-2.29,1122.76,0.0,71.29,0.76,57,0.0,8,0.0,46,0.0,3,0.0,14.04,0.0,2024-01-16
1405,-6,ElArchitekto,908.44,-2.16,1135.51,0.0,75.69,0.72,30,0.0,6,0.0,24,0.0,0,0.0,20.0,0.0,2025-02-02
-,-,Terumo,907.1,-0.82,1502.47,0.0,198.46,0.27,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,Maximus,906.91,-1.46,1243.47,0.0,112.19,0.49,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2021-04-25
-,-,Jaydash808,906.67,-1.4,1256.29,0.0,116.54,0.47,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2020-06-28
-,-,balarithon,906.56,-3.78,1043.46,0.0,45.63,1.26,304,0.0,41,0.0,261,0.0,2,0.0,13.49,0.0,2023-06-04
-,-,xoiben,905.63,-1.96,1158.06,0.0,84.14,0.65,42,0.0,9,0.0,33,0.0,0,0.0,21.43,0.0,2020-08-02
-,-,chizcw,904.92,-2.1,1139.15,0.0,78.08,0.7,54,0.0,12,0.0,41,0.0,1,0.0,22.22,0.0,2021-03-02
-,-,GuiStempelme,904.86,-1.69,1194.87,0.0,96.67,0.56,15,0.0,0,0.0,14,0.0,1,0.0,0.0,0.0,2023-01-15
-,-,torang_ei,904.14,-1.64,1203.85,0.0,99.9,0.55,15,0.0,2,0.0,13,0.0,0,0.0,13.33,0.0,2024-02-23
-,-,Drako,902.39,-1.84,1168.95,0.0,88.85,0.61,25,0.0,5,0.0,20,0.0,0,0.0,20.0,0.0,2024-02-23
-,-,CharmingP,902.32,-1.64,1202.01,0.0,99.9,0.55,18,0.0,6,0.0,11,0.0,1,0.0,33.33,0.0,2023-06-04
-,-,qifeng,902.04,-0.92,1433.61,0.0,177.19,0.31,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,ukjohnboy,901.31,-1.93,1155.58,0.0,84.75,0.64,36,0.0,8,0.0,24,0.0,4,0.0,22.22,0.0,2021-09-05
-,-,pasin11,900.81,-2.07,1138.33,0.0,79.17,0.69,30,0.0,3,0.0,27,0.0,0,0.0,10.0,0.0,2024-01-16
1406,-6,tbrofromspace,900.74,-1.6,1209.62,0.0,102.96,0.53,16,0.0,4,0.0,12,0.0,0,0.0,25.0,0.0,2025-01-13
-,-,Lnena,900.45,-1.52,1223.53,0.0,107.69,0.51,15,0.0,5,0.0,10,0.0,0,0.0,33.33,0.0,2024-01-16
-,-,Rincy73,900.06,-1.75,1181.11,0.0,93.68,0.58,19,0.0,2,0.0,17,0.0,0,0.0,10.53,0.0,2023-01-15
-,-,MrPandy,898.13,-1.69,1188.17,0.0,96.68,0.56,24,0.0,6,0.0,17,0.0,1,0.0,25.0,0.0,2021-01-24
-,-,Cesaras,897.95,-1.39,1249.67,0.0,117.24,0.46,16,0.0,5,0.0,11,0.0,0,0.0,31.25,0.0,2020-06-28
-,-,nikos63,897.64,-1.08,1351.13,0.0,151.16,0.36,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2020-08-02
-,-,avo_liao,896.08,-1.31,1271.22,0.0,125.05,0.44,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2020-11-08
-,-,SoupyDan,895.48,-1.29,1275.97,0.0,126.83,0.43,18,0.0,5,0.0,11,0.0,2,0.0,27.78,0.0,2020-06-28
-,-,thokk,895.25,-1.89,1155.01,0.0,86.59,0.63,18,0.0,0,0.0,15,0.0,3,0.0,0.0,0.0,2024-06-02
-,-,denguny,894.86,-1.31,1268.63,0.0,124.59,0.44,18,0.0,4,0.0,13,0.0,1,0.0,22.22,0.0,2020-06-28
1407,-6,badoomboom,894.82,-1.51,1219.89,0.0,108.36,0.5,15,0.0,3,0.0,12,0.0,0,0.0,20.0,0.0,2024-12-06
1408,-6,SpectralB4dger,893.39,-1.77,1169.73,0.0,92.11,0.59,21,0.0,3,0.0,18,0.0,0,0.0,14.29,0.0,2025-01-08
-,-,Fakkus,892.92,-2.17,1119.29,0.0,75.46,0.72,33,0.0,5,0.0,26,0.0,2,0.0,15.15,0.0,2023-06-04
-,-,Yahtzee12,892.49,-3.42,1041.14,0.0,49.55,1.14,303,0.0,37,0.0,258,0.0,8,0.0,12.21,0.0,2024-01-28
-,-,kuatz,890.84,-1.68,1182.33,0.0,97.16,0.56,19,0.0,2,0.0,17,0.0,0,0.0,10.53,0.0,2023-01-15
-,-,Hubcap4x4,890.1,-1.56,1203.84,0.0,104.58,0.52,30,0.0,11,0.0,19,0.0,0,0.0,36.67,0.0,2019-06-23
-,-,huihuang,890.09,-0.83,1476.77,0.0,195.56,0.28,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,Melonduck4000,889.91,-1.56,1204.99,0.0,105.03,0.52,15,0.0,2,0.0,13,0.0,0,0.0,13.33,0.0,2024-02-23
-,-,Kozzie,889.65,-1.63,1190.84,0.0,100.4,0.54,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2024-08-11
-,-,Chatir,889.54,-2.27,1106.41,0.0,72.29,0.76,66,0.0,12,0.0,54,0.0,0,0.0,18.18,0.0,2021-06-02
1409,-6,KingMomo,888.78,-2.55,1083.05,0.0,64.76,0.85,46,0.0,6,0.0,39,0.0,1,0.0,13.04,0.0,2024-12-03
-,-,Michael437,887.97,-1.6,1193.42,0.0,101.82,0.53,18,0.0,2,0.0,15,0.0,1,0.0,11.11,0.0,2020-03-30
-,-,iLuden,887.92,-1.79,1162.77,0.0,91.62,0.6,40,0.0,7,0.0,30,0.0,3,0.0,17.5,0.0,2020-12-06
-,-,BabaYega,887.42,-1.32,1259.69,0.0,124.09,0.44,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2021-08-08
-,-,JediPrzemo,887.22,-0.86,1456.48,0.0,189.75,0.29,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
1410,-6,Alain23,886.68,-2.3,1101.9,0.0,71.74,0.77,30,0.0,4,0.0,26,0.0,0,0.0,13.33,0.0,2025-01-31
-,-,snoozefest,886.29,-1.8,1158.84,0.0,90.85,0.6,36,0.0,6,0.0,30,0.0,0,0.0,16.67,0.0,2020-09-27
-,-,IndianaJones,885.77,-2.28,1102.21,0.0,72.15,0.76,45,0.0,5,0.0,37,0.0,3,0.0,11.11,0.0,2023-01-29
-,-,GullyRiddims,885.73,-2.03,1127.14,0.0,80.47,0.68,36,0.0,8,0.0,28,0.0,0,0.0,22.22,0.0,2021-09-05
1411,-6,Titiman,885.68,-2.27,1102.09,0.0,72.14,0.76,45,0.0,4,0.0,40,0.0,1,0.0,8.89,0.0,2024-12-18
-,-,Skrad,885.59,-1.24,1279.36,0.0,131.26,0.41,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-11-08
-,-,Lint,885.24,-1.66,1181.2,0.0,98.66,0.55,15,0.0,0,0.0,15,0.0,0,0.0,0.0,0.0,2024-02-23
-,-,Bossland,885.09,-1.91,1147.43,0.0,87.45,0.64,30,0.0,8,0.0,22,0.0,0,0.0,26.67,0.0,2020-12-06
-,-,MartyParty,885.04,-1.44,1225.37,0.0,113.44,0.48,19,0.0,3,0.0,16,0.0,0,0.0,15.79,0.0,2023-01-15
-,-,budi,884.06,-1.55,1200.93,0.0,105.62,0.52,18,0.0,3,0.0,15,0.0,0,0.0,16.67,0.0,2021-03-02
-,-,Tosser,883.06,-0.82,1476.88,0.0,197.94,0.27,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15
-,-,Tikki,882.73,-2.89,1053.26,0.0,56.84,0.96,148,0.0,16,0.0,127,0.0,5,0.0,10.81,0.0,2022-06-05
-,-,hbattosai83,882.45,-1.93,1136.67,0.0,84.74,0.64,36,0.0,9,0.0,27,0.0,0,0.0,25.0,0.0,2021-06-02
1412,-6,pjorge,882.32,-2.59,1071.98,0.0,63.22,0.86,73,0.0,8,0.0,63,0.0,2,0.0,10.96,0.0,2025-02-05
-,-,LordCreed,881.9,-1.52,1203.52,0.0,107.2,0.51,18,0.0,1,0.0,17,0.0,0,0.0,5.56,0.0,2020-09-27
-,-,GreyFrog,880.53,-1.26,1269.66,0.0,129.71,0.42,18,0.0,5,0.0,11,0.0,2,0.0,27.78,0.0,2018-10-14
-,-,Baseballbob,879.78,-1.68,1171.97,0.0,97.4,0.56,30,0.0,5,0.0,25,0.0,0,0.0,16.67,0.0,2020-08-02
-,-,KILLERST,879.33,-1.67,1173.98,0.0,98.22,0.56,24,0.0,5,0.0,19,0.0,0,0.0,20.83,0.0,2021-04-25
-,-,Bender86,878.21,-2.1,1112.82,0.0,78.2,0.7,48,0.0,5,0.0,41,0.0,2,0.0,10.42,0.0,2022-05-01
-,-,alanala,876.0,-1.32,1247.89,0.0,123.96,0.44,18,0.0,7,0.0,10,0.0,1,0.0,38.89,0.0,2018-10-14
-,-,Aghamin,875.13,-4.11,1001.17,0.0,42.01,1.37,477,0.0,55,0.0,416,0.0,6,0.0,11.53,0.0,2023-09-24
-,-,Maghda,873.96,-1.59,1182.23,0.0,102.76,0.53,18,0.0,0,0.0,13,0.0,5,0.0,0.0,0.0,2020-12-06
-,-,Gideon333,873.87,-1.07,1333.33,0.0,153.16,0.36,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2023-11-07
-,-,Conor_Osullivan,872.36,-1.68,1164.09,0.0,97.24,0.56,30,0.0,6,0.0,24,0.0,0,0.0,20.0,0.0,2020-05-10
-,-,Sleepwalker,871.28,-1.43,1214.99,0.0,114.57,0.48,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2019-12-30
-,-,Copocioff,871.05,-1.41,1219.03,0.0,115.99,0.47,13,0.0,4,0.0,9,0.0,0,0.0,30.77,0.0,2024-08-11
-,-,mitroCZECH,870.45,-1.52,1193.04,0.0,107.53,0.51,18,0.0,7,0.0,11,0.0,0,0.0,38.89,0.0,2020-12-06
-,-,ZappBranigan,869.83,-2.02,1113.01,0.0,81.06,0.67,30,0.0,2,0.0,28,0.0,0,0.0,6.67,0.0,2024-02-23
-,-,NICKnACK,869.16,-1.31,1242.92,0.0,124.59,0.44,18,0.0,3,0.0,13,0.0,2,0.0,16.67,0.0,2020-06-28
-,-,ArrogantMenace,868.66,-1.51,1194.22,0.0,108.52,0.5,24,0.0,4,0.0,20,0.0,0,0.0,16.67,0.0,2020-08-02
-,-,noppi,868.48,-1.34,1232.83,0.0,121.45,0.45,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2019-12-30
-,-,Desossi,867.87,-1.38,1221.55,0.0,117.89,0.46,12,0.0,3,0.0,9,0.0,0,0.0,25.0,0.0,2022-07-29
-,-,cleantroll,867.03,-0.83,1453.36,0.0,195.44,0.28,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15
-,-,I-Y-T,865.07,-1.26,1253.67,0.0,129.53,0.42,12,0.0,0,0.0,12,0.0,0,0.0,0.0,0.0,2024-03-17
-,-,Adas,864.91,-1.64,1163.05,0.0,99.38,0.55,30,0.0,6,0.0,24,0.0,0,0.0,20.0,0.0,2020-09-27
-,-,James2at8,864.82,-1.59,1173.37,0.0,102.85,0.53,15,0.0,0,0.0,15,0.0,0,0.0,0.0,0.0,2024-02-23
-,-,Edenys,864.52,-1.57,1176.08,0.0,103.85,0.52,21,0.0,2,0.0,19,0.0,0,0.0,9.52,0.0,2023-01-22
1413,-6,NicolasJavier,864.29,-2.06,1103.03,0.0,79.58,0.69,30,0.0,2,0.0,28,0.0,0,0.0,6.67,0.0,2025-01-31
-,-,Beldaran10,863.96,-1.68,1156.82,0.0,97.62,0.56,36,0.0,6,0.0,29,0.0,1,0.0,16.67,0.0,2020-09-27
1414,-6,eduarsu,863.6,-1.58,1173.22,0.0,103.21,0.53,16,0.0,1,0.0,12,0.0,3,0.0,6.25,0.0,2024-09-22
-,-,lulligator,863.0,-1.67,1169.4,0.0,102.13,0.56,30,0.0,11,0.0,19,0.0,0,0.0,36.67,0.0,2020-06-28
-,-,Oenaud,862.7,-1.75,1142.16,0.0,93.15,0.58,24,0.0,4,0.0,20,0.0,0,0.0,16.67,0.0,2022-01-30
1415,-6,kamilya,862.03,-1.28,1243.74,0.0,127.24,0.43,10,0.0,1,0.0,8,0.0,1,0.0,10.0,0.0,2024-12-10
-,-,Gripperas,861.86,-1.37,1219.4,0.0,119.18,0.46,12,0.0,0,0.0,4,0.0,8,0.0,0.0,0.0,2023-10-29
-,-,Nagato,860.61,-0.83,1446.44,0.0,195.28,0.28,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15
-,-,Moon2g,860.53,-1.67,1154.58,0.0,98.02,0.56,30,0.0,6,0.0,24,0.0,0,0.0,20.0,0.0,2020-06-28
-,-,Scottus,860.15,-1.37,1217.59,0.0,119.15,0.46,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2022-05-01
-,-,fmfglkhk,860.09,-1.6,1166.64,0.0,102.19,0.53,15,0.0,0,0.0,14,0.0,1,0.0,0.0,0.0,2023-01-15
-,-,williamtywong,860.04,-2.19,1086.19,0.0,75.38,0.73,48,0.0,10,0.0,34,0.0,4,0.0,20.83,0.0,2021-03-02
-,-,intelligentskeleton,859.84,-1.4,1209.36,0.0,116.51,0.47,12,0.0,1,0.0,11,0.0,0,0.0,8.33,0.0,2024-06-16
-,-,StartPlayer,859.68,-1.65,1156.66,0.0,99.0,0.55,15,0.0,0,0.0,14,0.0,1,0.0,0.0,0.0,2023-01-15
-,-,Pecheros,858.65,-2.43,1061.18,0.0,67.51,0.81,87,0.0,5,0.0,75,0.0,7,0.0,5.75,0.0,2023-01-15
-,-,Hank62299,858.16,-1.46,1193.53,0.0,111.79,0.49,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2021-10-24
-,-,Pachuca74,858.16,-3.15,1015.53,0.0,52.46,1.05,294,0.0,37,0.0,257,0.0,0,0.0,12.59,0.0,2022-09-04
-,-,whq115,857.9,-0.95,1373.4,0.0,171.83,0.32,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15
-,-,Tsu,857.85,-1.73,1141.23,0.0,94.46,0.58,33,0.0,5,0.0,26,0.0,2,0.0,15.15,0.0,2020-09-27
-,-,BillyTheBanana,856.14,-1.14,1283.66,0.0,142.51,0.38,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2019-03-01
