Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Leaderboard Rank
-,-,Ryuk,-,891.29,-1.01,1378.06,0.0,162.26,0.34,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2022-01-01,-,-
1243,unretired,GAM3NURD,US,890.41,-37.37,1285.47,-99.68,131.69,-20.77,12,3.0,3,0.0,9,3.0,0,0.0,25.0,-8.33,2024-12-05,-,1060.0
-,-,PabloSalinas,-,890.13,-1.02,1371.57,0.0,160.48,0.34,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2022-01-01,-,-
-,-,Lidocaina,-,890.13,-1.02,1371.57,0.0,160.48,0.34,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2022-01-01,-,-
-,-,SonnyBB,-,890.11,-1.01,1374.31,0.0,161.4,0.34,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2022-01-01,-,-
1244,new,honne,-,888.72,438.72,1350.87,-149.13,154.05,154.05,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-01,-,-
1245,new,Lohmann,-,887.46,437.46,1338.21,-161.79,150.25,150.25,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-27,-,-
1246,-295,DecMoon,FR,887.09,-3.18,1042.0,0.0,51.64,1.06,80,0.0,18,0.0,59,0.0,3,0.0,22.5,0.0,2024-04-14,-,1273.0
1247,unretired,pandaczar,-,883.3,215.36,1274.2,64.75,130.3,-50.21,11,6.0,3,2.0,8,4.0,0,0.0,27.27,7.27,2025-01-30,-,1060.0
1248,new,clickk,-,883.28,433.28,1354.21,-145.79,156.98,156.98,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-01,-,-
1249,-293,maciejka,-,881.1,-1.01,1366.5,0.0,161.8,0.34,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-04-04,-,950.0
-,-,Machote,-,880.19,-0.78,1511.2,0.0,210.34,0.26,2,0.0,1,0.0,1,0.0,0,0.0,50.0,0.0,2024-02-23,-,777.0
-,-,Gideon333,-,880.0,-1.06,1343.68,0.0,154.56,0.35,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2023-11-07,-,-
1250,new,HeM99,-,879.71,429.71,1344.7,-155.3,155.0,155.0,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-04,-,-
1251,new,alban,-,879.69,429.69,1332.69,-167.31,151.0,151.0,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-12,-,-
1252,-298,GWItheUltimate,CA,879.48,-9.04,1187.88,-19.15,102.8,-3.37,20,2.0,4,0.0,16,2.0,0,0.0,20.0,-2.22,2024-12-14,-,885.0
1253,-298,wheelerruss,GB,877.73,-5.93,1033.37,-4.26,51.88,0.56,78,3.0,16,0.0,60,3.0,2,0.0,20.51,-0.82,2024-12-12,-,1216.0
1254,new,AaronGreen,US,877.57,427.57,1451.99,-48.01,191.47,191.47,3,3.0,1,1.0,2,2.0,0,0.0,33.33,33.33,2025-01-30,GM,79.0
1255,new,Kirian,-,876.48,426.48,1352.48,-147.52,158.67,158.67,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-02,-,-
1256,-294,FuManchu,-,876.47,14.16,1067.5,-0.52,63.68,-4.89,51,12.0,10,2.0,41,10.0,0,0.0,19.61,-0.9,2025-02-11,-,1031.0
1257,new,qige,-,875.98,425.98,1313.98,-186.02,146.0,146.0,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-28,-,-
-,-,JFK2016,US,875.46,-1.41,1222.67,0.0,115.74,0.47,15,0.0,5,0.0,10,0.0,0,0.0,33.33,0.0,2023-07-15,-,-
1258,-301,Rychlik,CZ,874.91,-0.86,1445.6,0.0,190.23,0.29,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-04-04,-,777.0
-,-,postalrat,-,872.75,-0.98,1370.09,0.0,165.78,0.33,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
-,-,Rincy73,-,871.62,-0.98,1371.43,0.0,166.6,0.33,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1259,new,SolPanda,-,871.07,421.07,1333.61,-166.39,154.18,154.18,6,6.0,2,2.0,3,3.0,1,1.0,33.33,33.33,2025-02-07,-,-
1260,-296,Raphi,-,870.49,13.1,1170.53,-30.58,100.01,-14.56,18,6.0,4,1.0,14,5.0,0,0.0,22.22,-2.78,2025-02-12,-,931.0
1261,new,pootify,-,870.31,420.31,1391.57,-108.43,173.75,173.75,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-02-01,-,-
1262,-304,prnv1992,-,869.89,-1.17,1287.38,0.0,139.16,0.39,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2024-04-04,-,950.0
-,-,FLOW_OF_C_H,-,869.69,-0.93,1394.34,0.0,174.88,0.31,5,0.0,2,0.0,3,0.0,0,0.0,40.0,0.0,2024-02-23,-,950.0
1263,new,BlueJay,-,869.2,419.2,1326.29,-173.71,152.36,152.36,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-02,-,-
1264,-294,IrenaX,-,868.43,22.83,1055.13,13.44,62.23,-3.13,72,11.0,16,2.0,56,9.0,0,0.0,22.22,-0.73,2025-02-25,-,740.0
-,-,Ptarr,-,868.17,-0.97,1372.35,0.0,168.06,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1265,-313,VladBenez,-,867.87,-21.5,1123.38,-47.23,85.17,-8.58,33,6.0,5,0.0,28,6.0,0,0.0,15.15,-3.37,2025-02-10,-,1036.0
1266,-306,Alessannr,-,867.27,-1.14,1294.8,0.0,142.51,0.38,12,0.0,3,0.0,9,0.0,0,0.0,25.0,0.0,2024-04-04,-,562.0
1267,unretired,Revan,DE,866.58,203.92,1281.48,41.4,138.3,-54.17,12,6.0,3,2.0,9,4.0,0,0.0,25.0,8.33,2025-02-05,-,1060.0
1269,new,DanReyLop,-,866.14,416.14,1416.05,-83.95,183.31,183.31,5,5.0,3,3.0,2,2.0,0,0.0,60.0,60.0,2025-01-28,-,-
1268,unretired,MartinCZE,CZ,866.14,6.26,1059.24,3.66,64.37,-0.87,51,4.0,11,1.0,40,3.0,0,0.0,21.57,0.29,2025-02-01,-,1279.0
1270,new,Ranger,-,865.82,415.82,1344.92,-155.08,159.7,159.7,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-30,-,-
1271,-310,eotta,-,864.66,-1.94,1117.15,0.0,84.17,0.65,28,0.0,6,0.0,22,0.0,0,0.0,21.43,0.0,2024-10-31,-,1264.0
-,-,samtheman,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,GrzeHu,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Karhaix,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,G_7,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,G,-
-,-,qifeng,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,pororo2,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,huihuang,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,hehasmoments,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,manulao,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,flautert,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Terumo,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,ligohigh,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Eira,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,JediPrzemo,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Ostua,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,FalcoLombardi,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,RickLoftson,CA,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,DanielLin,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,JuanitosCZ,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Goldan,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,G,-
-,-,rhode,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Zelbot,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,est,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Calo,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,zcx,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Zzharg,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,ADRILU,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Shobalk,US,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,1273.0
-,-,Abby1991,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,yangziduan,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Aftermath,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Arnekin,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,G,-
-,-,SlemmeOdder,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,thelittlejim,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,942.0
-,-,LyraInfinite,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,Luitheone,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,cleantroll,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,BrentC,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,madrabbit,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,P,279.0
-,-,ColdSpark,-,864.24,-0.77,1500.0,0.0,211.92,0.26,4,0.0,2,0.0,2,0.0,0,0.0,50.0,0.0,2021-11-15,-,-
-,-,PocketAmazing,-,863.56,-0.94,1381.78,0.0,172.74,0.31,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
-,-,Brandon12129,US,863.45,-0.98,1362.14,0.0,166.23,0.33,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-05-14,-,1394.0
1272,new,N0rBeer,-,863.02,413.02,1371.96,-128.04,169.65,169.65,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-30,-,-
1273,-260,KaiMorten,-,862.98,259.93,1281.95,-81.24,139.65,-113.72,7,6.0,2,2.0,5,4.0,0,0.0,28.57,28.57,2025-01-31,-,-
-,-,Krucik,-,862.41,-1.08,1316.22,0.0,151.27,0.36,10,0.0,2,0.0,7,0.0,1,0.0,20.0,0.0,2023-03-01,-,-
-,-,berpdreyfuss,-,860.73,-0.93,1388.1,0.0,175.79,0.31,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-03-01,-,-
-,-,hors7,-,859.36,-1.82,1128.14,0.0,89.59,0.61,31,0.0,3,0.0,24,0.0,4,0.0,9.68,0.0,2023-11-15,-,-
-,-,Signor_Darcy,-,858.78,-1.11,1297.9,0.0,146.37,0.37,10,0.0,3,0.0,7,0.0,0,0.0,30.0,0.0,2024-01-16,-,1223.0
1274,-311,Ananasantti,FI,858.69,-1.12,1296.6,0.0,145.97,0.37,9,0.0,2,0.0,7,0.0,0,0.0,22.22,0.0,2024-04-04,-,734.0
1275,unretired,Shalif,FR,858.38,-31.57,1206.49,-64.49,116.04,-10.97,16,3.0,5,0.0,11,3.0,0,0.0,31.25,-7.21,2024-12-12,-,1060.0
-,-,Siccarius,US,856.62,-0.94,1379.45,0.0,174.28,0.31,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,P,494.0
-,-,rrobby,-,854.35,-0.99,1348.88,0.0,164.84,0.33,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
1276,unretired,KYO,-,854.06,190.23,1311.18,11.58,152.37,-59.55,8,5.0,2,2.0,6,3.0,0,0.0,25.0,25.0,2025-02-09,-,1060.0
1277,unretired,Tapio,-,853.88,-33.58,1336.09,-218.51,160.74,-61.64,6,3.0,2,0.0,4,3.0,0,0.0,33.33,-33.34,2024-12-09,-,1279.0
1278,new,HerrBu,-,851.02,401.02,1326.02,-173.98,158.33,158.33,5,5.0,1,1.0,4,4.0,0,0.0,20.0,20.0,2025-02-02,-,-
1279,-313,Norgaimen,-,850.51,-1.1,1296.27,0.0,148.59,0.37,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2024-04-04,-,950.0
-,-,8bitMeeple,-,849.46,-0.96,1357.16,0.0,169.23,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
-,-,Jmstoic,-,849.25,-1.14,1277.61,0.0,142.79,0.38,10,0.0,3,0.0,7,0.0,0,0.0,30.0,0.0,2024-02-23,-,1060.0
1280,new,maffoffo,-,849.13,399.13,1381.5,-118.5,177.45,177.45,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-02-03,-,-
-,-,popdragon,-,849.07,-0.89,1401.56,0.0,184.16,0.3,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-01-16,-,1279.0
1281,unretired,Nomade,-,848.83,47.25,1217.21,-69.13,122.79,-38.79,15,6.0,3,1.0,12,5.0,0,0.0,20.0,-2.22,2025-02-08,-,1060.0
1282,-315,Schallers3000,DE,848.47,-1.94,1101.77,0.0,84.43,0.65,30,0.0,1,0.0,28,0.0,1,0.0,3.33,0.0,2024-10-01,G,777.0
-,-,Sir_Jacob,-,844.88,-1.86,1108.46,0.0,87.86,0.62,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2023-11-07,-,-
1283,-314,karatox,-,843.59,-2.25,1062.39,0.0,72.93,0.75,30,0.0,2,0.0,27,0.0,1,0.0,6.67,0.0,2024-10-01,-,915.0
-,-,djed,-,843.15,-0.95,1355.42,0.0,170.76,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1284,new,LordMichaelDerGrosse,-,843.1,393.1,1349.91,-150.09,168.94,168.94,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-01-29,-,-
-,-,Balquaz,NO,841.79,-1.04,1313.78,0.0,157.33,0.35,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2024-02-23,-,539.0
-,-,bobis,-,840.11,-1.32,1210.8,0.0,123.56,0.44,14,0.0,4,0.0,10,0.0,0,0.0,28.57,0.0,2023-08-18,-,1362.0
-,-,mladodoc,-,838.8,-0.73,1512.16,0.0,224.45,0.24,3,0.0,2,0.0,1,0.0,0,0.0,66.67,0.0,2024-01-16,-,1279.0
1285,new,UNICOKRATOS,-,837.58,387.58,1336.03,-163.97,166.15,166.15,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-29,-,-
1286,new,monkeyml,-,837.24,387.24,1362.62,-137.38,175.13,175.13,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-02-11,-,1338.0
1287,new,Warstoryteller,-,837.02,387.02,1271.94,-228.06,144.97,144.97,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-29,-,-
-,-,LuisPerdomo,-,836.32,-0.91,1374.16,0.0,179.28,0.3,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
1288,new,DerIch86,-,836.25,386.25,1310.1,-189.9,157.95,157.95,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-31,-,-
-,-,bedtimeformonkeys,-,834.6,-0.89,1382.35,0.0,182.58,0.3,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-03-01,-,1264.0
1289,unretired,Happykitten,-,834.5,230.2,1332.22,116.46,165.91,-37.91,6,3.0,2,2.0,4,1.0,0,0.0,33.33,33.33,2024-12-12,-,616.0
1290,-306,Stupidstupidrat,-,834.26,37.68,1124.86,-16.6,96.87,-18.09,21,7.0,4,1.0,16,5.0,1,1.0,19.05,-2.38,2025-02-13,-,1271.0
1291,-317,Kozzie,-,833.35,-0.96,1342.73,0.0,169.79,0.32,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-08-11,-,1352.0
1292,-320,mariyka,RU,828.87,-7.98,1095.7,-15.56,88.94,-2.52,25,3.0,3,0.0,22,3.0,0,0.0,12.0,-1.64,2024-12-15,-,1005.0
-,-,Szymonn,-,828.62,-1.49,1157.37,0.0,109.58,0.5,15,0.0,1,0.0,14,0.0,0,0.0,6.67,0.0,2023-10-09,-,-
1293,new,EvgenyRazinkov,-,827.87,377.87,1402.15,-97.85,191.42,191.42,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-01-29,-,-
-,-,liladre,-,826.91,-2.07,1066.19,0.0,79.76,0.69,28,0.0,5,0.0,23,0.0,0,0.0,17.86,0.0,2023-10-09,-,-
1294,new,MareTheEnlightened,-,826.21,376.21,1347.94,-152.06,173.91,173.91,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-01-31,-,-
-,-,Rivendell,-,825.89,-0.95,1343.45,0.0,172.52,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,master176281,DE,825.75,-0.97,1332.66,0.0,168.97,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1295,-319,ConquistadorColumbus,-,824.24,-1.19,1236.82,0.0,137.53,0.4,12,0.0,2,0.0,9,0.0,1,0.0,16.67,0.0,2024-04-04,-,636.0
1296,-319,Tleilax,-,821.44,-1.19,1232.83,0.0,137.13,0.4,6,0.0,0,0.0,6,0.0,0,0.0,0.0,0.0,2024-04-14,-,-
1297,-324,Moskbnea,-,821.06,-14.56,998.72,-21.98,59.22,-2.47,60,10.0,11,0.0,48,10.0,1,0.0,18.33,-3.67,2025-02-22,-,1216.0
1298,unretired,schumaky,-,820.35,104.38,1244.3,54.18,141.32,-16.73,8,2.0,2,1.0,6,1.0,0,0.0,25.0,8.33,2024-12-06,-,1060.0
-,-,Seppel,-,819.79,-0.83,1407.9,0.0,196.04,0.28,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2024-02-23,-,744.0
1299,-321,calatravag,-,819.51,-1.12,1256.91,0.0,145.8,0.37,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2024-04-04,-,950.0
-,-,Sinkadus,SE,818.14,-0.9,1364.82,0.0,182.23,0.3,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,1241.0
-,-,funkenschlag,-,817.12,-0.96,1325.8,0.0,169.56,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1300,new,DayWeed,-,816.34,366.34,1327.85,-172.15,170.5,170.5,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-01,-,-
1301,new,Less5,-,815.04,365.04,1151.55,-348.45,112.17,112.17,13,13.0,2,2.0,11,11.0,0,0.0,15.38,15.38,2025-02-17,-,-
-,-,Gladue,-,812.52,-0.95,1329.78,0.0,172.42,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-03-01,-,-
-,-,Apofis,BG,812.07,-0.76,1455.16,0.0,214.36,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
1302,new,maurice986,-,811.26,361.26,1282.88,-217.12,157.21,157.21,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-30,-,-
1303,new,dburstin,-,811.18,361.18,1350.25,-149.75,179.69,179.69,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-02-02,-,-
-,-,Cespac,-,811.09,-0.71,1500.0,0.0,229.64,0.24,3,0.0,1,0.0,1,0.0,1,0.0,33.33,0.0,2023-01-15,-,1279.0
1304,new,srfdevotee,-,809.23,359.23,1402.37,-97.63,197.71,197.71,3,3.0,1,1.0,2,2.0,0,0.0,33.33,33.33,2024-12-22,-,-
1305,new,CainsAngel,-,806.49,356.49,1334.31,-165.69,175.94,175.94,5,5.0,1,1.0,4,4.0,0,0.0,20.0,20.0,2025-02-01,-,-
1306,-331,michasz,-,806.47,-27.74,1099.08,-77.69,97.54,-16.65,21,7.0,5,0.0,16,7.0,0,0.0,23.81,-11.9,2025-02-14,-,1208.0
1307,unretired,TwoFold,-,806.07,28.4,1315.46,-115.57,169.79,-47.99,6,3.0,1,0.0,5,3.0,0,0.0,16.67,-16.66,2024-12-15,-,1279.0
-,-,hopek,-,805.93,-0.93,1331.05,0.0,175.04,0.31,7,0.0,3,0.0,4,0.0,0,0.0,42.86,0.0,2023-10-05,-,1223.0
-,-,BubbaOFC,-,805.93,-0.94,1329.24,0.0,174.43,0.31,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1308,unretired,Marchely,-,805.72,243.39,1221.13,22.61,138.47,-73.6,9,6.0,2,2.0,7,4.0,0,0.0,22.22,22.22,2025-01-31,-,1279.0
1309,-326,Grishnakk,-,803.13,-0.98,1302.06,0.0,166.31,0.33,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-04-04,-,885.0
1310,new,Execut0r,-,802.44,352.44,1374.12,-125.88,190.56,190.56,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-01-30,-,-
1311,unretired,But,-,802.41,-10.77,1175.54,-166.24,124.38,-51.83,12,6.0,2,0.0,10,6.0,0,0.0,16.67,-16.66,2025-01-28,-,1060.0
1312,new,CharlieFish,-,802.26,352.26,1239.98,-260.02,145.91,145.91,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-27,-,-
-,-,MBK,-,801.35,-0.91,1341.65,0.0,180.1,0.3,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
1313,unretired,opk,-,800.84,73.94,1188.88,-52.13,129.35,-42.02,12,6.0,2,1.0,10,5.0,0,0.0,16.67,0.0,2025-02-02,-,1060.0
1314,new,A-Raw,-,800.18,350.18,1275.02,-224.98,158.28,158.28,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-29,-,-
-,-,Jagophile,-,799.93,-0.98,1297.19,0.0,165.75,0.33,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,MikeyB,-,798.74,-1.01,1282.07,0.0,161.11,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,Hotti180,-,798.53,-1.03,1273.46,0.0,158.31,0.34,9,0.0,2,0.0,7,0.0,0,0.0,22.22,0.0,2024-02-23,-,950.0
-,-,GeneralWaste,-,797.05,-0.92,1328.68,0.0,177.21,0.31,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
-,-,MajorGaz,-,795.14,-0.95,1310.02,0.0,171.63,0.32,7,0.0,2,0.0,5,0.0,0,0.0,28.57,0.0,2023-01-15,-,-
1315,-330,draxius,-,794.82,-1.1,1240.69,0.0,148.62,0.37,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2024-04-04,-,950.0
-,-,juancho1976,-,794.07,-1.0,1283.33,0.0,163.08,0.33,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
1316,new,SunGodREI,-,792.99,342.99,1280.81,-219.19,162.61,162.61,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-09,-,-
-,-,hongcha,-,792.34,-0.93,1318.33,0.0,175.33,0.31,7,0.0,1,0.0,5,0.0,1,0.0,14.29,0.0,2023-01-15,-,-
1317,unretired,toptheworld,-,790.35,96.39,1182.02,-19.08,130.55,-38.49,12,6.0,2,1.0,10,5.0,0,0.0,16.67,0.0,2025-02-03,-,1060.0
-,-,dejwut,-,789.93,-1.03,1266.63,0.0,158.9,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
1318,new,Merclaw,-,789.9,339.9,1288.81,-211.19,166.3,166.3,5,5.0,1,1.0,4,4.0,0,0.0,20.0,20.0,2025-02-02,-,-
