Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title
-,-,Cleeve,1386.05,-1.75,1666.65,0.0,93.53,0.58,24,0.0,17,0.0,5,0.0,2,0.0,70.83,0.0,2021-06-02,-
659,99,Serena,1385.97,69.6,1596.19,22.67,70.07,-15.64,33,9.0,17,4.0,15,5.0,1,0.0,51.52,-2.65,2025-01-20,-
-,-,Chixx,1385.96,-1.58,1696.34,0.0,103.46,0.53,15,0.0,10,0.0,5,0.0,0,0.0,66.67,0.0,2023-03-01,-
-,-,jamiu5,1385.73,-2.75,1566.2,0.0,60.16,0.92,126,0.0,52,0.0,74,0.0,0,0.0,41.27,0.0,2020-06-28,P
660,-127,Happykitten,1385.67,-27.94,1507.31,-26.91,40.54,0.34,114,6.0,62,0.0,49,3.0,3,3.0,54.39,-3.02,2025-01-21,-
661,-76,Purplegoo,1385.32,-9.06,1472.03,-7.96,28.91,0.37,339,21.0,154,7.0,182,14.0,3,0.0,45.43,-0.8,2025-01-21,-
-,-,fathotdog,1385.25,-2.38,1593.61,0.0,69.45,0.79,48,0.0,21,0.0,27,0.0,0,0.0,43.75,0.0,2021-06-02,-
662,-63,eaguirre,1384.96,-5.06,1485.17,0.0,33.4,1.69,216,0.0,114,0.0,100,0.0,2,0.0,52.78,0.0,2024-10-01,-
-,-,Shobalk,1384.78,-3.99,1508.69,0.0,41.3,1.33,180,0.0,93,0.0,86,0.0,1,0.0,51.67,0.0,2023-12-03,-
663,-85,Froggy42,1384.25,-12.53,1468.79,-12.44,28.18,0.03,297,21.0,145,8.0,151,13.0,1,0.0,48.82,-0.82,2025-01-22,-
664,-1,Ekdezel,1383.74,22.01,1469.13,22.28,28.46,0.09,303,21.0,137,15.0,163,6.0,3,0.0,45.21,1.95,2025-01-16,-
665,-61,Kenvi,1383.7,-4.51,1495.26,0.0,37.19,1.5,153,0.0,73,0.0,79,0.0,1,0.0,47.71,0.0,2024-10-01,-
-,-,Yuit,1383.6,-3.45,1529.15,0.0,48.52,1.15,120,0.0,65,0.0,55,0.0,0,0.0,54.17,0.0,2023-02-05,-
666,-60,AdrianosMaximus,1383.56,-3.92,1509.58,0.0,42.01,1.31,120,0.0,60,0.0,60,0.0,0,0.0,50.0,0.0,2024-07-01,-
667,-47,Metil,1383.32,2.1,1623.41,-49.26,80.03,-17.12,30,9.0,19,5.0,11,4.0,0,0.0,63.33,-3.34,2025-01-07,-
668,71,irule,1383.28,57.16,1548.12,6.63,54.95,-16.84,54,21.0,33,12.0,21,9.0,0,0.0,61.11,-2.53,2025-01-29,-
669,-9,Gerti,1382.44,20.06,1653.83,-40.13,90.46,-20.06,24,6.0,15,2.0,9,4.0,0,0.0,62.5,-9.72,2025-01-08,-
670,-79,maumastoks,1382.43,-10.6,1502.68,-13.26,40.08,-0.89,192,9.0,93,2.0,98,7.0,1,0.0,48.44,-1.29,2025-01-15,-
671,-48,Cristiancordeu,1382.42,2.37,1466.6,2.58,28.06,0.07,327,21.0,154,10.0,170,11.0,3,0.0,47.09,0.03,2025-01-17,-
672,155,santhosh163,1382.31,99.15,1704.07,-13.23,107.25,-37.46,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-09,-
-,-,SteveMB55,1382.06,-2.84,1555.37,0.0,57.77,0.95,72,0.0,42,0.0,30,0.0,0,0.0,58.33,0.0,2022-09-04,-
673,-19,Wennejoekel,1382.01,17.57,1523.67,14.05,47.22,-1.18,96,6.0,51,5.0,43,1.0,2,0.0,53.12,2.01,2025-01-13,-
674,238,CrAzian18,1380.63,137.44,1626.2,91.63,81.86,-15.27,27,6.0,18,6.0,9,0.0,0,0.0,66.67,9.53,2025-01-15,-
-,-,T3RR4,1380.41,-2.44,1587.34,0.0,68.98,0.81,48,0.0,26,0.0,22,0.0,0,0.0,54.17,0.0,2021-09-05,-
675,-32,albinsix,1380.03,9.71,1465.67,9.27,28.55,-0.15,429,21.0,182,12.0,244,8.0,3,1.0,42.42,0.75,2025-01-16,-
-,-,Isaca10,1380.02,-3.11,1538.86,0.0,52.95,1.04,84,0.0,46,0.0,36,0.0,2,0.0,54.76,0.0,2023-09-03,-
676,-64,jmw,1379.37,-4.48,1491.12,0.0,37.25,1.49,186,0.0,95,0.0,87,0.0,4,0.0,51.08,0.0,2024-06-02,-
677,-102,ElTanque35,1379.12,-18.74,1523.97,-55.15,48.28,-12.14,60,21.0,29,5.0,31,16.0,0,0.0,48.33,-13.21,2025-01-24,-
678,-62,Nealio,1379.1,-3.1,1539.47,0.0,53.46,1.03,63,0.0,33,0.0,29,0.0,1,0.0,52.38,0.0,2024-09-01,-
679,257,cs2376jr,1378.74,148.39,1729.57,-58.43,116.94,-68.94,12,6.0,9,3.0,3,3.0,0,0.0,75.0,-25.0,2025-01-12,-
-,-,onerija,1378.59,-1.69,1669.68,0.0,97.03,0.56,24,0.0,18,0.0,6,0.0,0,0.0,75.0,0.0,2021-03-02,-
680,-54,tiffelvet,1378.56,1.91,1588.48,-28.51,69.97,-10.14,36,9.0,22,4.0,14,5.0,0,0.0,61.11,-5.56,2025-01-10,-
681,-97,Boardello,1378.52,-16.59,1468.27,-18.19,29.92,-0.53,252,21.0,113,5.0,135,15.0,4,1.0,44.84,-1.91,2025-01-20,-
682,21,Ruudi,1378.31,38.97,1696.51,-61.77,106.07,-33.58,12,6.0,9,3.0,3,3.0,0,0.0,75.0,-25.0,2025-01-09,-
683,307,gego,1377.96,173.01,1568.17,136.58,63.4,-12.14,42,12.0,24,8.0,18,4.0,0,0.0,57.14,3.81,2025-01-12,-
684,-16,jonzewiespike,1377.74,18.05,1517.94,10.27,46.73,-2.59,78,9.0,38,4.0,40,5.0,0,0.0,48.72,-0.56,2025-01-03,-
685,-183,NapoleonB,1377.48,-53.97,1562.65,-67.26,61.72,-4.43,48,6.0,23,0.0,25,6.0,0,0.0,47.92,-6.84,2025-01-18,-
686,-35,Frygian,1376.82,9.12,1515.18,-10.93,46.12,-6.68,75,18.0,41,7.0,34,11.0,0,0.0,54.67,-4.98,2025-01-09,-
687,-62,Kvist,1376.64,-2.22,1598.42,0.0,73.93,0.74,30,0.0,18,0.0,12,0.0,0,0.0,60.0,0.0,2024-04-04,-
688,-53,RoboKay314,1376.28,3.17,1471.64,0.72,31.79,-0.82,207,21.0,97,11.0,110,10.0,0,0.0,46.86,0.62,2025-01-26,-
689,-47,weed14,1375.92,5.41,1470.15,7.53,31.41,0.71,279,12.0,132,7.0,147,5.0,0,0.0,47.31,0.49,2025-01-14,-
-,-,Lemth,1375.42,-2.61,1567.65,0.0,64.07,0.87,60,0.0,33,0.0,27,0.0,0,0.0,55.0,0.0,2022-03-06,-
690,-95,HansBugge,1374.49,-17.38,1477.0,-21.89,34.17,-1.5,171,21.0,95,10.0,74,11.0,2,0.0,55.56,-1.11,2025-01-27,-
-,-,Henader,1374.14,-3.19,1529.55,0.0,51.8,1.06,96,0.0,51,0.0,45,0.0,0,0.0,53.12,0.0,2023-03-01,-
691,-76,daices,1373.93,-8.3,1467.31,-8.8,31.13,-0.17,288,18.0,134,7.0,147,11.0,7,0.0,46.53,-0.51,2025-02-03,-
692,500,Redgood,1373.89,291.83,1710.5,143.82,112.2,-49.34,12,6.0,8,4.0,3,2.0,1,0.0,66.67,0.0,2025-01-09,-
-,-,Ptarr,1373.67,-2.61,1563.04,0.0,63.13,0.87,54,0.0,30,0.0,24,0.0,0,0.0,55.56,0.0,2023-01-15,-
-,-,Straanger,1373.19,-1.89,1632.9,0.0,86.57,0.63,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2021-06-02,-
693,-63,Boogeli,1373.1,-2.36,1582.33,0.0,69.74,0.79,30,0.0,16,0.0,14,0.0,0,0.0,53.33,0.0,2024-06-16,-
694,804,Keyadoria,1372.85,790.35,1728.06,561.06,118.4,-76.43,12,6.0,9,6.0,3,0.0,0,0.0,75.0,25.0,2025-01-07,-
696,-4,Biggi86,1372.81,28.34,1517.69,22.45,48.3,-1.96,84,9.0,46,7.0,38,2.0,0,0.0,54.76,2.76,2025-01-12,-
695,-64,LukeHeinz57,1372.81,-2.0,1617.98,0.0,81.72,0.67,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2024-04-04,-
-,-,arnbold,1372.58,-1.94,1626.49,0.0,84.64,0.65,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2023-06-04,-
697,520,Sakic19,1372.05,303.72,1695.53,170.37,107.83,-44.45,12,6.0,8,5.0,4,1.0,0,0.0,66.67,16.67,2025-01-23,-
698,-152,IpaStian,1371.91,-35.74,1478.69,-41.62,35.59,-1.96,132,21.0,61,6.0,70,14.0,1,1.0,46.21,-3.34,2025-01-24,-
699,-30,Drk,1371.88,13.99,1473.45,12.11,33.86,-0.63,204,15.0,89,8.0,114,7.0,1,0.0,43.63,0.77,2025-01-25,-
700,95,hhahanext,1371.53,78.32,1701.42,-48.6,109.96,-42.31,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-08,-
-,-,lppl,1371.1,-2.6,1563.32,0.0,64.07,0.87,66,0.0,34,0.0,30,0.0,2,0.0,51.52,0.0,2024-02-23,-
701,-104,Geegs,1370.93,-20.21,1481.27,-18.74,36.78,0.49,234,6.0,112,1.0,120,4.0,2,1.0,47.86,-0.82,2025-01-08,-
702,149,Taeybae,1370.83,100.02,1699.03,-13.99,109.4,-38.0,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-09,-
703,-62,Reinuvader,1370.81,0.12,1492.82,-2.74,40.67,-0.95,159,12.0,78,6.0,80,6.0,1,0.0,49.06,0.08,2025-01-21,-
704,11,nanoprince,1370.74,36.07,1673.35,-61.4,100.87,-32.49,18,9.0,13,6.0,5,3.0,0,0.0,72.22,-5.56,2025-01-10,-
705,-91,Rasputin,1370.51,-12.34,1461.59,-13.52,30.36,-0.39,258,21.0,116,6.0,139,15.0,3,0.0,44.96,-1.45,2025-02-02,-
-,-,wenyu0007,1370.13,-1.29,1748.26,0.0,126.04,0.43,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2021-06-02,-
706,-70,Pelej,1370.12,-2.52,1565.31,0.0,65.06,0.84,42,0.0,22,0.0,20,0.0,0,0.0,52.38,0.0,2024-09-01,-
-,-,Diabloz,1370.04,-2.99,1537.4,0.0,55.79,1.0,72,0.0,38,0.0,34,0.0,0,0.0,52.78,0.0,2023-03-01,-
707,-74,5calpel,1369.8,-4.55,1478.29,0.0,36.16,1.52,201,0.0,98,0.0,102,0.0,1,0.0,48.76,0.0,2024-06-02,-
708,-44,woodabooga,1369.68,8.23,1573.04,-46.2,67.79,-18.14,36,9.0,20,3.0,16,6.0,0,0.0,55.56,-7.4,2025-01-08,-
-,-,ALEKYD,1369.53,-2.18,1594.72,0.0,75.06,0.73,36,0.0,25,0.0,11,0.0,0,0.0,69.44,0.0,2021-12-05,-
709,68,dannymcbride,1369.52,63.02,1601.56,29.38,77.34,-11.22,27,6.0,16,3.0,11,3.0,0,0.0,59.26,-2.64,2025-01-09,-
710,-76,Ananasantti,1369.46,-4.71,1479.18,0.0,36.57,1.57,261,0.0,124,0.0,137,0.0,0,0.0,47.51,0.0,2024-04-04,-
711,-71,Neptian,1369.32,-1.48,1700.4,0.0,110.36,0.49,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2024-04-04,-
712,320,flo3,1369.22,183.31,1684.27,62.5,105.02,-40.27,12,6.0,9,4.0,3,2.0,0,0.0,75.0,-8.33,2025-01-13,-
713,16,Bigwellow,1369.11,39.93,1484.27,24.26,38.39,-5.22,117,24.0,60,16.0,56,8.0,1,0.0,51.28,3.97,2025-01-28,-
714,-92,torstenk,1368.47,-11.68,1542.85,-40.54,58.13,-9.62,48,12.0,28,5.0,20,7.0,0,0.0,58.33,-5.56,2025-02-02,-
715,-136,devilchn,1368.42,-28.17,1658.58,-165.47,96.72,-45.77,24,18.0,18,12.0,6,6.0,0,0.0,75.0,-25.0,2025-01-28,-
716,188,honne,1368.28,123.64,1679.72,-2.88,103.81,-42.18,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-06,-
717,3,T-dawg,1368.14,36.65,1629.66,23.53,87.17,-4.37,18,3.0,13,3.0,5,0.0,0,0.0,72.22,5.55,2024-12-18,-
-,-,Neron,1367.37,-2.14,1595.7,0.0,76.11,0.71,36,0.0,22,0.0,14,0.0,0,0.0,61.11,0.0,2021-06-02,-
-,-,Raq82,1367.21,-1.63,1668.46,0.0,100.41,0.54,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2024-02-23,-
718,-72,BedrockLP,1366.91,-1.96,1618.57,0.0,83.89,0.65,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2024-04-04,-
-,-,Liosan,1366.69,-2.81,1541.8,0.0,58.37,0.94,84,0.0,52,0.0,32,0.0,0,0.0,61.9,0.0,2022-09-04,-
719,-49,dnomn8r,1366.46,10.95,1696.19,-99.51,109.91,-36.82,12,6.0,8,2.0,3,3.0,1,1.0,66.67,-33.33,2025-01-13,-
720,470,JakPut,1365.0,282.39,1715.47,88.8,116.82,-64.53,12,6.0,8,4.0,4,2.0,0,0.0,66.67,0.0,2025-01-20,-
721,440,Raskonin,1364.5,257.56,1689.86,159.98,108.45,-32.53,12,6.0,8,5.0,4,1.0,0,0.0,66.67,16.67,2025-01-15,-
722,-70,meleke,1364.01,-1.69,1654.08,0.0,96.69,0.56,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2024-04-04,-
-,-,Raze27,1363.84,-3.11,1525.09,0.0,53.75,1.04,87,0.0,44,0.0,41,0.0,2,0.0,50.57,0.0,2024-02-23,-
723,-75,GokuBC,1363.8,-4.61,1471.89,0.0,36.03,1.54,162,0.0,72,0.0,87,0.0,3,0.0,44.44,0.0,2024-09-04,-
-,-,orlin614,1363.52,-1.94,1616.59,0.0,84.35,0.65,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2023-09-03,-
724,-62,skab12,1363.04,1.02,1469.78,-7.58,35.58,-2.87,162,21.0,66,11.0,96,10.0,0,0.0,40.74,1.73,2025-01-23,-
-,-,Kripa,1362.71,-3.41,1507.63,0.0,48.31,1.14,99,0.0,51,0.0,48,0.0,0,0.0,51.52,0.0,2023-06-04,-
-,-,PiftaIsItYou,1361.56,-2.94,1530.7,0.0,56.38,0.98,96,0.0,54,0.0,41,0.0,1,0.0,56.25,0.0,2023-06-04,-
725,-87,srapi,1361.38,-10.13,1681.42,-96.88,106.68,-28.92,12,6.0,9,3.0,3,3.0,0,0.0,75.0,-25.0,2025-01-04,-
726,447,rizor,1361.31,266.68,1700.27,168.62,112.99,-32.69,12,6.0,7,4.0,5,2.0,0,0.0,58.33,8.33,2025-01-13,-
727,56,Dethar,1361.31,58.78,1678.45,-49.78,105.71,-36.19,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-08,-
-,-,darkstar75,1360.89,-3.68,1500.49,0.0,46.53,1.23,153,0.0,75,0.0,78,0.0,0,0.0,49.02,0.0,2023-02-05,-
-,-,shezbot,1360.7,-2.69,1543.3,0.0,60.87,0.9,72,0.0,42,0.0,30,0.0,0,0.0,58.33,0.0,2021-12-05,-
-,-,Sotinche,1360.56,-3.44,1505.18,0.0,48.21,1.15,114,0.0,54,0.0,60,0.0,0,0.0,47.37,0.0,2023-02-05,-
728,-42,Gabriele,1360.07,12.39,1461.51,13.54,33.82,0.38,204,9.0,92,5.0,110,4.0,2,0.0,45.1,0.48,2025-01-08,-
729,219,figs,1359.89,136.07,1684.85,18.69,108.32,-39.12,12,6.0,8,3.0,4,3.0,0,0.0,66.67,-16.66,2025-01-09,-
730,-65,ChunkySam,1359.48,-1.52,1680.9,0.0,107.14,0.51,15,0.0,12,0.0,3,0.0,0,0.0,80.0,0.0,2024-10-13,-
-,-,Akio,1359.14,-2.32,1571.77,0.0,70.88,0.77,60,0.0,31,0.0,28,0.0,1,0.0,51.67,0.0,2020-09-27,-
-,-,Dedengkot,1358.29,-3.0,1525.84,0.0,55.85,1.0,78,0.0,43,0.0,34,0.0,1,0.0,55.13,0.0,2023-12-03,-
731,-52,sodalppargkppakee,1356.89,5.28,1576.16,-36.71,73.09,-14.0,30,9.0,16,5.0,14,4.0,0,0.0,53.33,0.95,2025-01-14,-
-,-,Adrian-2909,1356.67,-1.27,1742.18,0.0,128.5,0.42,12,0.0,12,0.0,0,0.0,0,0.0,100.0,0.0,2022-03-06,-
732,4,Tototrillion,1356.65,29.93,1602.83,-7.58,82.06,-12.51,24,6.0,13,2.0,11,4.0,0,0.0,54.17,-6.94,2025-01-11,-
733,277,Kecso,1355.81,157.17,1718.8,-26.55,121.0,-61.24,12,9.0,10,7.0,2,2.0,0,0.0,83.33,-16.67,2025-01-14,-
-,-,orangeextract,1355.51,-2.96,1522.02,0.0,55.5,0.99,84,0.0,45,0.0,37,0.0,2,0.0,53.57,0.0,2022-09-04,-
734,-76,petrau77,1355.39,-7.46,1438.92,-7.89,27.84,-0.15,405,24.0,175,8.0,229,16.0,1,0.0,43.21,-0.62,2025-01-23,P
-,-,jabroney,1355.29,-2.34,1564.87,0.0,69.86,0.78,48,0.0,30,0.0,18,0.0,0,0.0,62.5,0.0,2022-03-06,-
735,-51,Masterchief,1355.25,5.52,1511.39,-3.47,52.05,-3.0,90,9.0,42,3.0,47,5.0,1,1.0,46.67,-1.48,2025-01-20,-
736,new,Numsy71,1355.21,905.21,1688.88,188.88,111.22,111.22,12,12.0,7,7.0,5,5.0,0,0.0,58.33,58.33,2025-01-15,-
737,294,Rackare,1354.71,167.88,1666.63,59.96,103.97,-35.97,12,6.0,8,4.0,4,2.0,0,0.0,66.67,0.0,2025-01-18,-
738,52,Likas11,1354.25,57.13,1553.12,24.97,66.29,-10.72,45,12.0,21,7.0,24,5.0,0,0.0,46.67,4.25,2025-01-10,-
-,-,eLGi,1354.21,-2.48,1552.66,0.0,66.15,0.83,48,0.0,25,0.0,22,0.0,1,0.0,52.08,0.0,2022-03-06,-
-,-,Elucron,1353.36,-1.19,1765.01,0.0,137.21,0.4,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2020-06-28,-
-,-,SKM,1353.1,-2.74,1532.34,0.0,59.75,0.91,48,0.0,25,0.0,23,0.0,0,0.0,52.08,0.0,2023-09-03,-
-,-,Aksiom,1353.09,-2.97,1523.96,0.0,56.95,0.99,84,0.0,41,0.0,42,0.0,1,0.0,48.81,0.0,2022-03-06,-
739,-41,Chriiiss,1352.74,12.32,1452.08,8.83,33.11,-1.16,243,18.0,112,11.0,129,7.0,2,0.0,46.09,1.2,2025-01-21,-
740,240,Kayser,1352.29,141.63,1732.27,67.05,126.66,-24.86,12,6.0,10,6.0,2,0.0,0,0.0,83.33,16.66,2025-01-23,-
741,-168,Xsn,1352.24,-46.17,1555.97,-61.6,67.91,-5.14,39,6.0,20,0.0,19,6.0,0,0.0,51.28,-9.33,2025-01-12,-
742,-323,dulbbong,1352.16,-119.62,1586.68,-147.41,78.17,-9.26,30,6.0,16,0.0,13,6.0,1,0.0,53.33,-13.34,2025-01-11,-
743,-93,Herdeksunek,1352.16,-15.9,1457.14,-20.12,34.99,-1.41,150,21.0,64,5.0,86,16.0,0,0.0,42.67,-3.07,2025-01-28,-
-,-,varro,1352.15,-1.92,1607.89,0.0,85.25,0.64,36,0.0,21,0.0,14,0.0,1,0.0,58.33,0.0,2019-12-30,-
744,-112,Mejdzr,1352.1,-22.47,1442.56,-23.32,30.15,-0.28,336,21.0,151,4.0,180,17.0,5,0.0,44.94,-1.73,2025-01-28,-
745,-23,Slavica,1351.81,20.36,1511.58,2.56,53.26,-5.93,66,12.0,28,4.0,36,7.0,2,1.0,42.42,-2.02,2025-01-02,-
746,-72,deleted_user_9880390,1351.59,-1.35,1713.78,0.0,120.73,0.45,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2024-03-03,-
-,-,Karpik,1350.5,-3.35,1498.97,0.0,49.49,1.12,108,0.0,52,0.0,56,0.0,0,0.0,48.15,0.0,2022-12-04,-
747,-69,Pack,1350.05,-1.69,1639.97,0.0,96.64,0.56,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2024-04-04,-
748,-63,Vi15So17,1350.05,1.48,1447.91,-2.13,32.62,-1.2,183,21.0,80,8.0,100,12.0,3,1.0,43.72,-0.72,2025-01-21,-
749,-77,noobgo,1350.05,-5.12,1451.29,0.0,33.75,1.71,213,0.0,95,0.0,116,0.0,2,0.0,44.6,0.0,2024-11-28,-
750,102,aivin,1350.04,79.54,1534.01,66.45,61.33,-4.36,45,6.0,23,5.0,22,1.0,0,0.0,51.11,4.96,2025-01-08,-
751,-98,Pulpecja,1348.95,-16.06,1451.63,-23.68,34.23,-2.54,153,21.0,72,10.0,81,11.0,0,0.0,47.06,0.09,2025-02-01,-
752,-79,Schallers3000,1348.79,-5.51,1450.6,0.0,33.94,1.84,279,0.0,116,0.0,161,0.0,2,0.0,41.58,0.0,2024-10-01,-
-,-,Cruul,1348.32,-3.02,1510.23,0.0,53.97,1.01,96,0.0,47,0.0,48,0.0,1,0.0,48.96,0.0,2022-06-05,-
753,244,Vyzvejkanec,1348.3,145.57,1587.01,105.07,79.57,-13.5,27,6.0,16,6.0,11,0.0,0,0.0,59.26,11.64,2025-01-14,-
754,12,JoopHuizinga,1348.18,35.38,1518.37,27.14,56.73,-2.75,54,6.0,27,3.0,27,3.0,0,0.0,50.0,0.0,2025-01-07,-
755,-75,Dvd75,1348.16,-3.17,1446.29,-4.54,32.71,-0.46,264,15.0,120,5.0,144,10.0,0,0.0,45.45,-0.73,2025-01-24,-
756,-63,tanman,1347.99,4.09,1441.91,3.07,31.3,-0.34,285,18.0,130,8.0,151,10.0,4,0.0,45.61,-0.08,2025-01-20,-
757,132,Bathman,1347.89,95.03,1523.25,28.47,58.45,-22.19,48,21.0,28,13.0,20,8.0,0,0.0,58.33,2.77,2025-01-29,-
758,23,methak,1347.56,44.02,1493.87,36.89,48.77,-2.38,78,9.0,36,8.0,42,1.0,0,0.0,46.15,5.57,2025-01-09,-
-,-,Epikoros,1347.42,-1.82,1617.04,0.0,89.88,0.61,18,0.0,8,0.0,10,0.0,0,0.0,44.44,0.0,2023-04-16,-
-,-,Saucisse,1347.02,-2.78,1530.12,0.0,61.03,0.93,60,0.0,35,0.0,24,0.0,1,0.0,58.33,0.0,2023-11-15,-
759,-93,RobertdeSable,1347.01,-13.17,1464.0,-10.99,39.0,0.73,192,3.0,88,0.0,104,3.0,0,0.0,45.83,-0.73,2024-12-18,-
760,-78,thelittlejim,1346.7,-4.53,1461.39,0.0,38.23,1.51,189,0.0,83,0.0,103,0.0,3,0.0,43.92,0.0,2024-03-03,-
761,-78,Maukka,1346.7,-4.12,1470.54,0.0,41.28,1.37,186,0.0,87,0.0,97,0.0,2,0.0,46.77,0.0,2024-04-04,-
-,-,gyova,1346.66,-2.37,1553.62,0.0,68.99,0.79,48,0.0,19,0.0,28,0.0,1,0.0,39.58,0.0,2021-06-02,P
762,39,FunkcniPC,1346.57,54.48,1557.92,35.74,70.45,-6.24,33,6.0,16,3.0,17,3.0,0,0.0,48.48,0.33,2025-01-07,-
763,-220,KTown,1346.22,-62.07,1506.32,-85.34,53.37,-7.76,60,15.0,28,3.0,31,12.0,1,0.0,46.67,-8.89,2025-01-09,-
-,-,Grobyl,1345.65,-3.68,1493.54,0.0,49.3,1.23,138,0.0,71,0.0,65,0.0,2,0.0,51.45,0.0,2023-02-05,-
764,20,firlefanzer,1345.37,44.08,1468.1,26.15,40.91,-5.98,96,24.0,44,13.0,52,11.0,0,0.0,45.83,2.77,2025-01-16,-
-,-,superginger,1344.63,-3.6,1484.34,0.0,46.57,1.2,147,0.0,63,0.0,83,0.0,1,0.0,42.86,0.0,2023-03-01,-
-,-,DrWhom,1344.46,-2.67,1529.42,0.0,61.66,0.89,60,0.0,31,0.0,29,0.0,0,0.0,51.67,0.0,2022-03-06,-
765,54,cardboard,1344.36,59.8,1671.67,-77.34,109.11,-45.71,12,6.0,7,2.0,5,4.0,0,0.0,58.33,-25.0,2025-01-07,-
-,-,Pluppo,1343.9,-2.5,1541.01,0.0,65.7,0.83,72,0.0,40,0.0,32,0.0,0,0.0,55.56,0.0,2021-09-05,-
-,-,roodBF,1343.31,-2.35,1552.33,0.0,69.67,0.78,42,0.0,18,0.0,24,0.0,0,0.0,42.86,0.0,2023-07-18,-
766,-76,Major.Tom,1343.2,-1.45,1680.03,0.0,112.28,0.48,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2024-09-01,-
-,-,Redder,1343.14,-1.12,1780.4,0.0,145.75,0.37,6,0.0,5,0.0,1,0.0,0,0.0,83.33,0.0,2023-01-15,-
-,-,Luckcats,1342.95,-2.32,1554.57,0.0,70.54,0.77,42,0.0,26,0.0,16,0.0,0,0.0,61.9,0.0,2023-09-03,-
767,332,BlueCardinal,1342.89,191.82,1594.48,106.39,83.86,-28.48,24,9.0,15,8.0,9,1.0,0,0.0,62.5,15.83,2025-01-27,-
768,-80,jsjsj,1342.51,-3.33,1493.84,0.0,50.44,1.11,84,0.0,41,0.0,39,0.0,4,0.0,48.81,0.0,2024-10-01,-
-,-,DoNotCopy,1342.45,-2.59,1532.06,0.0,63.2,0.86,60,0.0,33,0.0,27,0.0,0,0.0,55.0,0.0,2022-03-06,-
-,-,Jelen117,1342.36,-1.87,1604.83,0.0,87.49,0.62,24,0.0,15,0.0,8,0.0,1,0.0,62.5,0.0,2023-03-01,-
769,-80,HeartBreakKid,1342.17,-3.13,1503.33,0.0,53.72,1.04,90,0.0,40,0.0,49,0.0,1,0.0,44.44,0.0,2024-07-01,-
770,-58,CainsAngel,1341.97,4.69,1615.85,-53.9,91.29,-19.53,24,6.0,14,1.0,10,5.0,0,0.0,58.33,-13.89,2025-01-19,-
-,-,Bluebird503,1341.47,-2.7,1523.04,0.0,60.52,0.9,54,0.0,29,0.0,24,0.0,1,0.0,53.7,0.0,2023-02-05,-
-,-,Nigma,1341.44,-2.74,1523.84,0.0,60.8,0.91,63,0.0,29,0.0,34,0.0,0,0.0,46.03,0.0,2023-03-01,-
771,-76,beecu,1341.42,-1.62,1643.46,0.0,100.68,0.54,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2024-04-04,-
772,-78,Darkksun,1341.0,-2.23,1562.12,0.0,73.71,0.74,30,0.0,14,0.0,16,0.0,0,0.0,46.67,0.0,2024-07-01,-
773,64,MarcoM,1340.98,63.99,1530.6,50.52,63.21,-4.49,42,6.0,23,6.0,19,0.0,0,0.0,54.76,7.54,2025-01-13,-
774,-63,Garban7,1340.6,3.22,1431.27,0.83,30.22,-0.79,285,21.0,140,10.0,144,11.0,1,0.0,49.12,-0.12,2025-01-16,-
775,107,Peperinni,1340.17,84.33,1544.17,68.66,68.0,-5.22,36,6.0,20,5.0,16,1.0,0,0.0,55.56,5.56,2025-01-14,-
776,-77,javimb89,1339.54,-0.77,1441.39,-6.36,33.95,-1.86,153,21.0,69,11.0,81,10.0,3,0.0,45.1,1.16,2025-01-30,-
-,-,Gwindor,1338.89,-3.09,1498.05,0.0,53.05,1.03,90,0.0,43,0.0,47,0.0,0,0.0,47.78,0.0,2023-12-03,-
777,-166,Michal_Kossakowski,1338.38,-45.65,1562.76,-88.05,74.79,-14.14,30,9.0,16,3.0,14,6.0,0,0.0,53.33,-8.57,2025-01-04,-
